
Benchmark started on 1/2/2017 16:18:17
Delta	Instant FPS	10-sec avg. FPS	Total avg. FPS
6	166.667	128.748	128.72
11	90.9091	128.697	128.748
16	62.5	128.566	128.697
6	166.667	128.594	128.566
12	83.3333	128.527	128.594
15	66.6667	128.413	128.527
7	142.857	128.426	128.413
12	83.3333	128.359	128.426
6	166.667	128.387	128.359
5	200	128.431	128.387
6	166.667	128.459	128.431
4	250	128.519	128.459
6	166.667	128.547	128.519
5	200	128.591	128.547
5	200	128.634	128.591
6	166.667	128.662	128.634
5	200	128.706	128.662
6	166.667	128.733	128.706
8	125	128.73	128.733
4	250	128.789	128.73
6	166.667	128.816	128.789
12	83.3333	128.75	128.816
6	166.667	128.778	128.75
9	111.111	128.758	128.778
5	200	128.802	128.758
12	83.3333	128.736	128.802
7	142.857	128.748	128.736
5	200	128.791	128.748
5	200	128.834	128.791
6	166.667	128.861	128.834
6	166.667	128.888	128.861
5	200	128.931	128.888
16	62.5	128.803	128.931
7	142.857	128.815	128.803
11	90.9091	128.765	128.815
15	66.6667	128.654	128.765
6	166.667	128.681	128.654
12	83.3333	128.616	128.681
6	166.667	128.643	128.616
5	200	128.686	128.643
5	200	128.728	128.686
5	200	128.771	128.728
5	200	128.813	128.771
7	142.857	128.825	128.813
6	166.667	128.852	128.825
5	200	128.894	128.852
6	166.667	128.921	128.894
5	200	128.963	128.921
10	100	128.929	128.963
5	200	128.971	128.929
16	62.5	128.845	128.971
13	76.9231	128.766	128.845
7	142.857	128.777	128.766
12	83.3333	128.713	128.777
15	66.6667	128.603	128.713
6	166.667	128.63	128.603
11	90.9091	128.581	128.63
16	62.5	128.458	128.581
7	142.857	128.469	128.458
12	83.3333	128.406	128.469
14	71.4286	128.313	128.406
7	142.857	128.325	128.313
10	100	128.292	128.325
17	58.8235	128.154	128.292
6	166.667	128.181	128.154
12	83.3333	128.119	128.181
5	200	128.161	128.119
5	200	128.202	128.161
5	200	128.244	128.202
5	200	128.285	128.244
5	200	128.327	128.285
5	200	128.368	128.327
6	166.667	128.395	128.368
16	62.5	128.273	128.395
8	125	128.27	128.273
5	200	128.311	128.27
5	200	128.353	128.311
6	166.667	128.379	128.353
5	200	128.42	128.379
5	200	128.461	128.42
6	166.667	128.488	128.461
5	200	128.529	128.488
6	166.667	128.555	128.529
6	166.667	128.581	128.555
5	200	128.622	128.581
6	166.667	128.648	128.622
11	90.9091	128.601	128.648
6	166.667	128.627	128.601
11	90.9091	128.58	128.627
7	142.857	128.591	128.58
6	166.667	128.617	128.591
5	200	128.658	128.617
5	200	128.698	128.658
6	166.667	128.724	128.698
5	200	128.765	128.724
16	62.5	128.644	128.765
7	142.857	128.656	128.644
12	83.3333	128.594	128.656
7	142.857	128.605	128.594
5	200	128.646	128.605
5	200	128.686	128.646
6	166.667	128.712	128.686
5	200	128.752	128.712
20	50	128.575	128.752
7	142.857	128.586	128.575
11	90.9091	128.539	128.586
6	166.667	128.565	128.539
5	200	128.605	128.565
5	200	128.645	128.605
5	200	128.685	128.645
10	100	128.653	128.685
6	166.667	128.679	128.653
16	62.5	128.56	128.679
12	83.3333	128.5	128.56
6	166.667	128.525	128.5
16	62.5	128.408	128.525
11	90.9091	128.362	128.408
6	166.667	128.387	128.362
16	62.5	128.271	128.387
5	200	128.31	128.271
6	166.667	128.336	128.31
5	200	128.375	128.336
6	166.667	128.401	128.375
5	200	128.44	128.401
18	55.5556	128.296	128.44
6	166.667	128.321	128.296
16	62.5	128.205	128.321
5	200	128.245	128.205
5	200	128.284	128.245
7	142.857	128.295	128.284
5	200	128.335	128.295
5	200	128.374	128.335
5	200	128.413	128.374
16	62.5	128.298	128.413
7	142.857	128.309	128.298
5	200	128.348	128.309
5	200	128.387	128.348
16	62.5	128.272	128.387
6	166.667	128.297	128.272
6	166.667	128.322	128.297
5	200	128.361	128.322
16	62.5	128.247	128.361
6	166.667	128.272	128.247
5	200	128.311	128.272
6	166.667	128.336	128.311
5	200	128.375	128.336
6	166.667	128.4	128.375
5	200	128.438	128.4
14	71.4286	128.352	128.438
6	166.667	128.377	128.352
15	66.6667	128.277	128.377
13	76.9231	128.205	128.277
5	200	128.244	128.205
14	71.4286	128.158	128.244
14	71.4286	128.073	128.158
6	166.667	128.098	128.073
12	83.3333	128.04	128.098
6	166.667	128.065	128.04
6	166.667	128.09	128.065
5	200	128.128	128.09
5	200	128.167	128.128
6	166.667	128.191	128.167
5	200	128.23	128.191
5	200	128.268	128.23
5	200	128.306	128.268
6	166.667	128.331	128.306
5	200	128.369	128.331
6	166.667	128.393	128.369
5	200	128.432	128.393
6	166.667	128.456	128.432
6	166.667	128.48	128.456
5	200	128.518	128.48
6	166.667	128.543	128.518
11	90.9091	128.499	128.543
6	166.667	128.523	128.499
17	58.8235	128.398	128.523
11	90.9091	128.354	128.398
6	166.667	128.378	128.354
16	62.5	128.267	128.378
10	100	128.238	128.267
6	166.667	128.262	128.238
15	66.6667	128.165	128.262
12	83.3333	128.108	128.165
7	142.857	128.119	128.108
17	58.8235	127.996	128.119
5	200	128.033	127.996
5	200	128.071	128.033
6	166.667	128.095	128.071
5	200	128.133	128.095
6	166.667	128.157	128.133
6	166.667	128.181	128.157
5	200	128.218	128.181
6	166.667	128.243	128.218
5	200	128.28	128.243
6	166.667	128.304	128.28
5	200	128.341	128.304
6	166.667	128.365	128.341
6	166.667	128.389	128.365
5	200	128.426	128.389
6	166.667	128.45	128.426
10	100	128.42	128.45
7	142.857	128.431	128.42
11	90.9091	128.388	128.431
7	142.857	128.399	128.388
8	125	128.396	128.399
6	166.667	128.42	128.396
16	62.5	128.311	128.42
12	83.3333	128.255	128.311
5	200	128.292	128.255
12	83.3333	128.237	128.292
17	58.8235	128.116	128.237
6	166.667	128.139	128.116
11	90.9091	128.097	128.139
15	66.6667	128.003	128.097
6	166.667	128.027	128.003
13	76.9231	127.959	128.027
16	62.5	127.852	127.959
5	200	127.889	127.852
17	58.8235	127.77	127.889
5	200	127.807	127.77
6	166.667	127.83	127.807
5	200	127.867	127.83
5	200	127.903	127.867
4	250	127.953	127.903
5	200	127.989	127.953
16	62.5	127.883	127.989
6	166.667	127.907	127.883
7	142.857	127.918	127.907
5	200	127.954	127.918
15	66.6667	127.861	127.954
6	166.667	127.885	127.861
9	111.111	127.87	127.885
5	200	127.906	127.87
12	83.3333	127.852	127.906
6	166.667	127.875	127.852
5	200	127.912	127.875
5	200	127.948	127.912
5	200	127.984	127.948
5	200	128.02	127.984
5	200	128.056	128.02
6	166.667	128.079	128.056
5	200	128.115	128.079
5	200	128.151	128.115
5	200	128.187	128.151
6	166.667	129.407	128.187
5	200	129.443	128.21
5	200	129.478	128.246
6	166.667	129.501	128.282
16	62.5	129.393	128.305
6	166.667	129.415	128.2
6	166.667	129.438	128.223
5	200	129.473	128.246
16	62.5	129.366	128.282
7	142.857	129.375	128.177
5	200	129.411	128.187
5	200	129.446	128.223
6	166.667	129.468	128.258
6	166.667	129.491	128.281
6	166.667	129.513	128.304
8	125	129.509	128.327
6	166.667	129.548	128.324
11	90.9091	129.483	128.347
7	142.857	130.382	128.306
8	125	130.378	128.316
5	200	130.413	128.314
16	62.5	130.304	128.349
14	71.4286	130.221	128.245
6	166.667	130.243	128.167
12	83.3333	130.187	128.19
15	66.6667	130.174	128.137
7	142.857	130.122	128.047
11	90.9091	130.148	128.057
17	58.8235	130.096	128.017
5	200	129.961	127.902
12	83.3333	129.844	127.938
15	66.6667	129.718	127.885
6	166.667	129.761	127.796
13	76.9231	129.631	127.819
7	142.857	129.335	127.755
5	200	129.274	127.765
5	200	129.248	127.8
5	200	129.235	127.835
6	166.667	129.339	127.87
6	166.667	129.361	127.892
5	200	129.335	127.915
5	200	129.261	127.95
5	200	129.235	127.985
5	200	129.187	128.019
5	200	129.161	128.054
5	200	129.135	128.089
5	200	129.074	128.123
6	166.667	129.061	128.158
6	166.667	129.023	128.18
5	200	128.948	128.203
12	83.3333	128.797	128.237
6	166.667	128.723	128.185
12	83.3333	128.571	128.208
7	142.857	128.423	128.156
5	200	128.361	128.166
5	200	128.336	128.2
5	200	128.287	128.235
5	200	128.262	128.269
6	166.667	128.236	128.303
16	62.5	128.034	128.325
7	142.857	127.823	128.225
11	90.9091	127.685	128.235
15	66.6667	127.447	128.195
6	166.667	127.336	128.107
12	83.3333	127.247	128.129
15	66.6667	127.035	128.078
7	142.857	126.911	127.991
11	90.9091	126.849	128.001
6	166.667	126.837	127.962
5	200	126.951	127.984
5	200	126.987	128.018
5	200	126.987	128.052
6	166.667	126.962	128.086
6	166.667	126.937	128.108
5	200	126.875	128.13
6	166.667	126.862	128.164
5	200	126.849	128.186
5	200	126.849	128.22
6	166.667	126.824	128.253
5	200	126.775	128.275
6	166.667	126.914	128.309
6	166.667	126.938	128.331
6	166.667	126.962	128.352
5	200	127.114	128.374
6	166.667	127.138	128.408
5	200	127.175	128.429
6	166.667	127.162	128.463
5	200	127.238	128.484
7	142.857	127.249	128.518
6	166.667	127.389	128.527
5	200	127.425	128.549
6	166.667	127.449	128.582
6	166.667	127.615	128.604
5	200	127.651	128.625
6	166.667	127.674	128.658
6	166.667	127.802	128.68
5	200	127.838	128.701
6	166.667	127.862	128.734
5	200	128.041	128.755
5	200	128.077	128.789
6	166.667	128.1	128.822
6	166.667	128.123	128.843
6	166.667	128.238	128.864
5	200	128.274	128.885
6	166.667	128.364	128.918
6	166.667	128.387	128.939
5	200	128.567	128.96
6	166.667	128.59	128.993
6	166.667	128.613	129.014
5	200	128.649	129.035
6	166.667	128.829	129.068
7	142.857	128.839	129.089
6	166.667	128.861	129.098
6	166.667	128.939	129.119
5	200	128.974	129.14
6	166.667	129.155	129.172
5	200	129.19	129.193
7	142.857	129.2	129.226
6	166.667	129.222	129.235
6	166.667	129.339	129.255
5	200	129.374	129.276
6	166.667	129.504	129.309
6	166.667	129.526	129.329
5	200	129.561	129.35
6	166.667	129.743	129.383
5	200	129.778	129.403
6	166.667	129.8	129.436
6	166.667	129.822	129.456
6	166.667	129.939	129.477
5	200	129.974	129.497
6	166.667	130.091	129.529
6	166.667	130.113	129.55
6	166.667	130.135	129.57
5	200	130.265	129.591
6	166.667	130.287	129.623
6	166.667	130.3	129.643
5	200	130.335	129.663
7	142.857	130.274	129.696
5	200	130.261	129.704
7	142.857	130.365	129.736
6	166.667	130.387	129.745
5	200	130.4	129.765
7	142.857	130.409	129.797
6	166.667	130.361	129.805
7	142.857	130.465	129.825
5	200	130.5	129.834
6	166.667	130.522	129.865
6	166.667	130.522	129.885
5	200	130.474	129.906
6	166.667	130.461	129.937
6	166.667	130.448	129.957
6	166.667	130.422	129.977
6	166.667	130.374	129.997
6	166.667	130.426	130.017
6	166.667	130.448	130.037
7	142.857	130.422	130.057
6	166.667	130.5	130.065
6	166.667	130.522	130.085
6	166.667	130.522	130.105
6	166.667	130.522	130.125
5	200	130.487	130.144
6	166.667	130.474	130.176
6	166.667	130.461	130.196
6	166.667	130.461	130.215
7	142.857	130.435	130.235
7	142.857	130.422	130.243
6	166.667	130.387	130.251
6	166.667	130.374	130.271
6	166.667	130.531	130.29
6	166.667	130.552	130.31
7	142.857	130.561	130.329
6	166.667	130.574	130.337
7	142.857	130.626	130.357
6	166.667	130.648	130.365
6	166.667	130.635	130.384
6	166.667	130.635	130.404
7	142.857	130.609	130.423
6	166.667	130.587	130.431
6	166.667	130.587	130.45
6	166.667	130.587	130.47
6	166.667	130.574	130.489
6	166.667	130.574	130.508
6	166.667	130.574	130.528
7	142.857	130.6	130.547
6	166.667	130.622	130.555
6	166.667	130.635	130.574
6	166.667	130.778	130.593
7	142.857	130.787	130.613
6	166.667	130.826	130.62
6	166.667	130.848	130.639
7	142.857	130.835	130.659
6	166.667	130.965	130.666
6	166.667	130.987	130.685
6	166.667	131.052	130.704
7	142.857	131.061	130.724
5	200	131.231	130.731
7	142.857	131.239	130.762
6	166.667	131.261	130.769
6	166.667	131.431	130.788
6	166.667	131.453	130.807
7	142.857	131.461	130.826
6	166.667	131.461	130.834
6	166.667	131.539	130.853
6	166.667	131.561	130.872
5	200	131.561	130.891
7	142.857	131.534	130.921
5	200	131.534	130.928
6	166.667	131.521	130.959
7	142.857	131.521	130.977
5	200	131.487	130.985
6	166.667	131.605	131.015
6	166.667	131.626	131.034
6	166.667	131.647	131.053
6	166.667	131.647	131.071
6	166.667	131.661	131.09
6	166.667	131.674	131.109
6	166.667	131.674	131.127
6	166.667	131.661	131.146
6	166.667	131.647	131.165
6	166.667	131.687	131.183
6	166.667	131.674	131.202
6	166.667	131.805	131.221
6	166.667	131.826	131.239
6	166.667	131.847	131.258
6	166.667	131.926	131.276
7	142.857	131.934	131.295
6	166.667	131.934	131.302
7	142.857	132.066	131.32
7	142.857	132.074	131.327
6	166.667	132.126	131.334
6	166.667	132.147	131.353
6	166.667	132.134	131.371
6	166.667	132.266	131.389
7	142.857	132.274	131.408
6	166.667	132.366	131.415
7	142.857	132.374	131.433
6	166.667	132.36	131.44
8	125	132.466	131.458
6	166.667	132.487	131.454
6	166.667	132.5	131.472
7	142.857	132.507	131.49
6	166.667	132.46	131.497
6	166.667	132.447	131.515
7	142.857	132.421	131.534
6	166.667	132.58	131.54
6	166.667	132.6	131.559
6	166.667	132.62	131.577
6	166.667	132.733	131.595
6	166.667	132.753	131.613
6	166.667	132.773	131.631
7	142.857	132.747	131.649
6	166.667	132.734	131.656
5	200	132.734	131.674
7	142.857	132.66	131.703
6	166.667	132.66	131.71
6	166.667	132.634	131.728
6	166.667	132.62	131.746
7	142.857	132.56	131.764
6	166.667	132.547	131.77
6	166.667	132.56	131.788
6	166.667	132.56	131.806
6	166.667	132.68	131.824
7	142.857	132.687	131.842
6	166.667	132.713	131.848
6	166.667	132.734	131.866
6	166.667	132.72	131.884
6	166.667	132.673	131.902
6	166.667	132.66	131.92
6	166.667	132.673	131.937
7	142.857	132.74	131.955
6	166.667	132.76	131.962
6	166.667	132.747	131.979
6	166.667	132.827	131.997
6	166.667	132.847	132.015
6	166.667	132.98	132.032
6	166.667	133	132.05
6	166.667	133.02	132.067
6	166.667	133.18	132.085
7	142.857	133.187	132.103
6	166.667	133.333	132.109
6	166.667	133.353	132.127
6	166.667	133.373	132.144
7	142.857	133.373	132.162
7	142.857	133.427	132.168
6	166.667	133.447	132.174
6	166.667	133.433	132.192
6	166.667	133.42	132.209
6	166.667	133.373	132.227
6	166.667	133.4	132.244
7	142.857	133.407	132.261
6	166.667	133.36	132.268
6	166.667	133.44	132.285
6	166.667	133.46	132.302
6	166.667	133.46	132.32
7	142.857	133.447	132.337
6	166.667	133.447	132.343
6	166.667	133.594	132.36
6	166.667	133.613	132.378
5	200	133.647	132.395
6	166.667	133.647	132.423
6	166.667	133.633	132.44
7	142.857	133.606	132.458
5	200	133.767	132.464
7	142.857	133.773	132.492
6	166.667	133.867	132.498
5	200	133.9	132.515
6	166.667	133.92	132.543
7	142.857	133.92	132.56
5	200	134.013	132.566
7	142.857	134.02	132.594
6	166.667	134.14	132.6
6	166.667	134.16	132.617
5	200	134.173	132.634
6	166.667	134.24	132.662
6	166.667	134.26	132.679
6	166.667	134.394	132.696
6	166.667	134.413	132.713
6	166.667	134.433	132.73
6	166.667	134.433	132.747
7	142.857	134.487	132.764
6	166.667	134.621	132.77
6	166.667	134.64	132.787
6	166.667	134.66	132.803
7	142.857	134.646	132.82
6	166.667	134.713	132.826
6	166.667	134.733	132.843
6	166.667	134.733	132.86
7	142.857	134.706	132.876
6	166.667	134.66	132.882
6	166.667	134.633	132.899
6	166.667	134.633	132.916
5	200	134.633	132.932
7	142.857	134.606	132.96
6	166.667	134.573	132.966
6	166.667	134.56	132.982
6	166.667	134.546	132.999
6	166.667	134.533	133.015
6	166.667	134.533	133.032
7	142.857	134.506	133.049
5	200	134.487	133.054
7	142.857	134.527	133.082
8	125	134.519	133.087
6	166.667	134.519	133.082
6	166.667	134.6	133.099
6	166.667	134.619	133.115
6	166.667	134.646	133.131
7	142.857	134.673	133.148
6	166.667	134.66	133.154
6	166.667	134.74	133.17
8	125	134.733	133.186
6	166.667	134.76	133.181
6	166.667	134.746	133.197
7	142.857	134.719	133.214
8	125	134.633	133.219
7	142.857	134.606	133.214
5	200	134.781	133.219
6	166.667	134.8	133.247
6	166.667	134.819	133.263
6	166.667	134.854	133.279
8	125	134.846	133.295
5	200	135.008	133.29
7	142.857	135.014	133.317
5	200	135.046	133.323
7	142.857	135.019	133.35
8	125	135.073	133.355
6	166.667	135.073	133.35
7	142.857	135.046	133.366
6	166.667	135.032	133.371
7	142.857	135.005	133.387
5	200	134.973	133.393
7	142.857	134.946	133.419
5	200	135.095	133.425
7	142.857	135.1	133.452
6	166.667	135.119	133.457
7	142.857	135.105	133.473
6	166.667	135.132	133.478
6	166.667	135.119	133.494
6	166.667	135.186	133.51
6	166.667	135.2	133.526
6	166.667	135.219	133.542
6	166.667	135.273	133.558
6	166.667	135.259	133.574
7	142.857	135.381	133.59
6	166.667	135.4	133.595
6	166.667	135.419	133.611
6	166.667	135.5	133.627
6	166.667	135.519	133.643
7	142.857	135.505	133.659
6	166.667	135.641	133.664
6	166.667	135.659	133.68
6	166.667	135.741	133.696
6	166.667	135.759	133.712
7	142.857	135.746	133.727
6	166.667	135.814	133.733
7	142.857	135.819	133.748
5	200	135.968	133.753
7	142.857	135.973	133.78
6	166.667	135.973	133.785
7	142.857	136.095	133.801
7	142.857	136.1	133.806
6	166.667	136.118	133.811
6	166.667	136.118	133.826
6	166.667	136.073	133.842
7	142.857	136.046	133.858
6	166.667	136.032	133.863
6	166.667	136.018	133.878
6	166.667	135.973	133.894
7	142.857	135.946	133.909
6	166.667	135.932	133.914
6	166.667	135.946	133.93
6	166.667	135.918	133.946
6	166.667	135.918	133.961
6	166.667	135.873	133.977
6	166.667	135.873	133.992
6	166.667	135.954	134.008
7	142.857	135.959	134.023
6	166.667	135.959	134.028
6	166.667	136.027	134.043
6	166.667	136.046	134.059
6	166.667	136.046	134.074
6	166.667	136.086	134.09
6	166.667	136.086	134.105
7	142.857	136.141	134.12
6	166.667	136.159	134.125
7	142.857	136.295	134.141
6	166.667	136.314	134.145
6	166.667	136.332	134.161
6	166.667	136.332	134.176
7	142.857	136.4	134.191
5	200	136.432	134.196
6	166.667	136.555	134.222
6	166.667	136.573	134.237
6	166.667	136.573	134.252
7	142.857	136.696	134.268
6	166.667	136.714	134.272
6	166.667	136.732	134.288
7	142.857	136.718	134.303
6	166.667	136.673	134.307
6	166.667	136.659	134.323
5	200	136.673	134.338
7	142.857	136.645	134.363
7	142.857	136.618	134.368
6	166.667	136.573	134.373
7	142.857	136.559	134.388
6	166.667	136.559	134.392
7	142.857	136.532	134.407
6	166.667	136.518	134.412
6	166.667	136.532	134.427
6	166.667	136.532	134.442
7	142.857	136.532	134.457
6	166.667	136.518	134.462
6	166.667	136.518	134.477
6	166.667	136.641	134.492
6	166.667	136.659	134.507
6	166.667	136.659	134.521
7	142.857	136.645	134.536
7	142.857	136.618	134.541
7	142.857	136.714	134.545
6	166.667	136.732	134.55
6	166.667	136.732	134.565
6	166.667	136.718	134.58
6	166.667	136.718	134.595
7	142.857	136.659	134.609
6	166.667	136.659	134.614
6	166.667	136.768	134.629
6	166.667	136.786	134.644
5	200	136.8	134.658
7	142.857	136.804	134.684
6	166.667	136.927	134.688
5	200	136.959	134.703
6	166.667	136.959	134.728
6	166.667	136.959	134.742
6	166.667	136.973	134.757
6	166.667	136.959	134.772
5	200	136.986	134.787
7	142.857	137.096	134.812
6	166.667	137.114	134.816
5	200	137.145	134.831
6	166.667	137.145	134.856
7	142.857	137.255	134.87
7	142.857	137.259	134.874
8	125	137.245	134.879
7	142.857	137.245	134.873
6	166.667	137.245	134.877
6	166.667	137.245	134.892
5	200	137.259	134.906
7	142.857	137.245	134.931
6	166.667	137.259	134.935
6	166.667	137.245	134.95
6	166.667	137.231	134.964
6	166.667	137.231	134.979
7	142.857	137.204	134.993
6	166.667	137.314	134.997
6	166.667	137.331	135.012
7	142.857	137.318	135.026
6	166.667	137.373	135.03
6	166.667	137.359	135.045
5	200	137.51	135.059
6	166.667	137.528	135.084
6	166.667	137.545	135.098
7	142.857	137.641	135.113
6	166.667	137.659	135.117
6	166.667	137.645	135.131
5	200	137.81	135.145
6	166.667	137.828	135.17
6	166.667	137.845	135.184
6	166.667	137.831	135.198
5	200	137.831	135.213
7	142.857	137.804	135.237
7	142.857	137.759	135.241
6	166.667	137.924	135.245
6	166.667	137.941	135.26
5	200	137.972	135.274
6	166.667	137.972	135.298
5	200	138.124	135.312
6	166.667	138.141	135.337
6	166.667	138.159	135.351
5	200	138.172	135.365
6	166.667	138.159	135.389
7	142.857	138.131	135.403
5	200	138.131	135.407
7	142.857	138.103	135.432
7	142.857	138.183	135.435
6	166.667	138.2	135.439
6	166.667	138.217	135.453
6	166.667	138.217	135.467
6	166.667	138.259	135.481
6	166.667	138.245	135.495
5	200	138.397	135.509
6	166.667	138.414	135.534
8	125	138.403	135.548
5	200	138.514	135.541
6	166.667	138.531	135.565
6	166.667	138.531	135.579
6	166.667	138.655	135.593
6	166.667	138.672	135.607
6	166.667	138.769	135.621
6	166.667	138.786	135.635
6	166.667	138.772	135.649
6	166.667	138.911	135.663
5	200	138.942	135.677
6	166.667	138.958	135.7
5	200	139.042	135.714
6	166.667	139.058	135.738
8	125	139.044	135.752
8	125	139.1	135.746
8	125	139.089	135.739
8	125	139.186	135.733
8	125	139.158	135.726
7	142.857	139.228	135.72
8	125	139.216	135.724
8	125	139.3	135.717
8	125	139.289	135.711
8	125	139.314	135.705
8	125	139.302	135.698
6	166.667	139.47	135.692
7	142.857	139.472	135.706
8	125	139.444	135.71
8	125	139.57	135.703
8	125	139.558	135.697
7	142.857	139.544	135.691
6	166.667	139.516	135.694
6	166.667	139.5	135.708
8	125	139.488	135.722
6	166.667	139.444	135.715
5	200	139.528	135.729
5	200	139.558	135.753
8	125	139.544	135.776
7	142.857	139.586	135.77
6	166.667	139.572	135.773
5	200	139.656	135.787
7	142.857	139.658	135.811
6	166.667	139.644	135.814
7	142.857	139.714	135.828
5	200	139.744	135.831
6	166.667	139.73	135.855
5	200	139.814	135.868
6	166.667	139.83	135.892
6	166.667	139.844	135.905
7	142.857	139.886	135.919
7	142.857	139.886	135.922
7	142.857	139.942	135.926
6	166.667	139.958	135.929
7	142.857	139.958	135.943
7	142.857	139.93	135.946
8	125	139.844	135.95
7	142.857	139.83	135.944
7	142.857	139.802	135.947
7	142.857	139.744	135.951
7	142.857	139.716	135.954
7	142.857	139.658	135.958
7	142.857	139.644	135.961
7	142.857	139.616	135.965
7	142.857	139.602	135.968
6	166.667	139.728	135.972
7	142.857	139.73	135.985
6	166.667	139.73	135.988
7	142.857	139.744	136.002
8	125	139.716	136.005
7	142.857	139.772	135.999
7	142.857	139.758	136.002
5	200	139.758	136.006
6	166.667	139.744	136.029
6	166.667	139.884	136.042
5	200	139.914	136.055
6	166.667	139.93	136.078
7	142.857	139.916	136.092
6	166.667	139.944	136.095
8	125	139.902	136.108
6	166.667	139.986	136.102
7	142.857	139.972	136.115
5	200	140.042	136.118
5	200	140.072	136.141
5	200	140.086	136.164
6	166.667	140.156	136.187
7	142.857	140.158	136.2
6	166.667	140.158	136.204
5	200	140.242	136.217
6	166.667	140.258	136.24
5	200	140.272	136.253
7	142.857	140.328	136.276
5	200	140.358	136.279
8	125	140.344	136.302
7	142.857	140.316	136.295
8	125	140.244	136.299
8	125	140.202	136.292
7	142.857	140.326	136.286
6	166.667	140.342	136.289
7	142.857	140.344	136.302
8	125	140.302	136.305
5	200	140.386	136.299
5	200	140.541	136.322
6	166.667	140.556	136.344
6	166.667	140.572	136.357
5	200	140.6	136.37
6	166.667	140.616	136.393
5	200	140.7	136.406
5	200	140.73	136.428
8	125	140.716	136.451
6	166.667	140.73	136.444
6	166.667	140.744	136.457
6	166.667	140.716	136.47
6	166.667	140.658	136.483
6	166.667	140.799	136.496
6	166.667	140.814	136.509
5	200	140.844	136.521
6	166.667	140.844	136.544
6	166.667	140.844	136.557
5	200	140.872	136.569
7	142.857	140.886	136.592
5	200	140.886	136.595
6	166.667	140.872	136.617
6	166.667	140.886	136.63
6	166.667	140.872	136.643
6	166.667	140.858	136.656
6	166.667	140.83	136.668
6	166.667	140.816	136.681
5	200	140.8	136.694
6	166.667	140.816	136.716
6	166.667	140.772	136.729
6	166.667	140.758	136.741
6	166.667	140.744	136.754
5	200	140.744	136.767
6	166.667	140.744	136.789
6	166.667	140.73	136.801
6	166.667	140.716	136.814
6	166.667	140.686	136.827
7	142.857	140.658	136.839
6	166.667	140.644	136.842
6	166.667	140.644	136.855
6	166.667	140.644	136.867
6	166.667	140.644	136.88
6	166.667	140.63	136.892
5	200	140.672	136.905
6	166.667	140.644	136.927
6	166.667	140.644	136.939
6	166.667	140.728	136.952
6	166.667	140.744	136.964
6	166.667	140.744	136.977
7	142.857	140.758	136.989
6	166.667	140.744	136.992
7	142.857	140.87	137.004
6	166.667	140.886	137.007
6	166.667	140.928	137.02
7	142.857	140.93	137.032
6	166.667	140.915	137.035
6	166.667	140.986	137.047
6	166.667	141	137.06
6	166.667	141.015	137.072
7	142.857	141.058	137.084
6	166.667	141.058	137.087
6	166.667	141.128	137.1
6	166.667	141.144	137.112
6	166.667	141.144	137.124
5	200	141.214	137.137
7	142.857	141.215	137.158
5	200	141.271	137.161
6	166.667	141.286	137.183
6	166.667	141.286	137.195
5	200	141.371	137.207
6	166.667	141.386	137.229
5	200	141.4	137.241
7	142.857	141.401	137.263
6	166.667	141.486	137.266
6	166.667	141.472	137.278
6	166.667	141.458	137.29
6	166.667	141.443	137.302
7	142.857	141.415	137.314
6	166.667	141.358	137.317
6	166.667	141.414	137.329
6	166.667	141.429	137.341
6	166.667	141.429	137.354
5	200	141.528	137.366
7	142.857	141.529	137.387
6	166.667	141.515	137.39
6	166.667	141.558	137.402
6	166.667	141.572	137.414
6	166.667	141.643	137.426
6	166.667	141.658	137.438
6	166.667	141.658	137.45
6	166.667	141.643	137.462
6	166.667	141.629	137.474
6	166.667	141.615	137.486
6	166.667	141.586	137.498
6	166.667	141.657	137.51
6	166.667	141.672	137.522
6	166.667	141.672	137.534
6	166.667	141.757	137.546
6	166.667	141.772	137.558
7	142.857	141.757	137.57
6	166.667	141.814	137.573
6	166.667	141.829	137.585
6	166.667	141.843	137.596
6	166.667	141.928	137.608
6	166.667	141.943	137.62
7	142.857	142.057	137.632
6	166.667	142.072	137.635
6	166.667	142.072	137.647
6	166.667	142.157	137.658
6	166.667	142.172	137.67
6	166.667	142.172	137.682
6	166.667	142.157	137.694
6	166.667	142.143	137.706
6	166.667	142.129	137.718
6	166.667	142.115	137.729
6	166.667	142.129	137.741
6	166.667	142.115	137.753
6	166.667	142.115	137.765
7	142.857	142.072	137.777
6	166.667	142.057	137.779
5	200	142.128	137.791
7	142.857	142.129	137.812
5	200	142.143	137.814
6	166.667	142.228	137.835
6	166.667	142.243	137.847
6	166.667	142.3	137.859
6	166.667	142.315	137.87
6	166.667	142.329	137.882
7	142.857	142.4	137.894
6	166.667	142.415	137.896
5	200	142.429	137.908
7	142.857	142.443	137.929
6	166.667	142.429	137.931
7	142.857	142.557	137.943
6	166.667	142.571	137.945
7	142.857	142.643	137.957
6	166.667	142.657	137.959
6	166.667	142.657	137.971
6	166.667	142.743	137.982
6	166.667	142.757	137.994
6	166.667	142.757	138.005
6	166.667	142.743	138.017
7	142.857	142.729	138.028
6	166.667	142.714	138.031
6	166.667	142.671	138.042
7	142.857	142.657	138.054
6	166.667	142.643	138.056
7	142.857	142.786	138.067
6	166.667	142.8	138.07
6	166.667	142.814	138.081
6	166.667	142.814	138.093
6	166.667	142.814	138.104
6	166.667	142.929	138.116
