
Benchmark started on 1/2/2017 16:18:17
Delta	Instant FPS	10-sec avg. FPS	Total avg. FPS
6	166.667	142.943	138.127
7	142.857	142.943	138.139
6	166.667	142.986	138.141
6	166.667	142.971	138.152
6	166.667	142.957	138.164
6	166.667	143.029	138.175
7	142.857	143.028	138.186
6	166.667	143.129	138.189
6	166.667	143.143	138.2
6	166.667	143.157	138.211
7	142.857	143.143	138.223
6	166.667	143.186	138.225
6	166.667	143.214	138.236
7	142.857	143.214	138.248
6	166.667	143.228	138.25
6	166.667	143.3	138.261
6	166.667	143.314	138.272
6	166.667	143.357	138.284
6	166.667	143.371	138.295
6	166.667	143.357	138.306
7	142.857	143.429	138.318
6	166.667	143.443	138.32
5	200	143.457	138.331
7	142.857	143.5	138.351
6	166.667	143.514	138.354
6	166.667	143.557	138.365
7	142.857	143.557	138.376
6	166.667	143.571	138.378
6	166.667	143.629	138.389
6	166.667	143.643	138.401
6	166.667	143.643	138.412
6	166.667	143.714	138.423
6	166.667	143.728	138.434
6	166.667	143.728	138.445
7	142.857	143.699	138.456
6	166.667	143.671	138.458
6	166.667	143.657	138.47
6	166.667	143.657	138.481
6	166.667	143.686	138.492
6	166.667	143.686	138.503
6	166.667	143.758	138.514
6	166.667	143.771	138.525
7	142.857	143.757	138.536
6	166.667	143.786	138.538
6	166.667	143.771	138.549
6	166.667	143.915	138.561
8	125	143.9	138.572
6	166.667	143.914	138.564
6	166.667	143.914	138.576
7	142.857	143.899	138.587
6	166.667	144.058	138.589
6	166.667	144.072	138.6
6	166.667	144.086	138.611
6	166.667	144.071	138.622
7	142.857	144.042	138.633
6	166.667	144.028	138.635
6	166.667	144.014	138.646
7	142.857	143.942	138.657
6	166.667	143.957	138.658
6	166.667	143.957	138.669
6	166.667	144.101	138.68
8	125	144.086	138.691
6	166.667	144.086	138.684
5	200	144.1	138.695
6	166.667	144.114	138.715
6	166.667	144.071	138.726
6	166.667	144.057	138.737
7	142.857	144.042	138.748
6	166.667	144.143	138.75
6	166.667	144.157	138.761
7	142.857	144.142	138.772
6	166.667	144.214	138.773
6	166.667	144.228	138.784
6	166.667	144.242	138.795
6	166.667	144.228	138.806
6	166.667	144.372	138.817
6	166.667	144.386	138.828
6	166.667	144.386	138.838
6	166.667	144.386	138.849
6	166.667	144.371	138.86
6	166.667	144.516	138.871
7	142.857	144.514	138.882
6	166.667	144.528	138.883
6	166.667	144.542	138.894
6	166.667	144.528	138.905
6	166.667	144.528	138.916
7	142.857	144.643	138.927
5	200	144.671	138.928
6	166.667	144.787	138.948
6	166.667	144.8	138.959
6	166.667	144.813	138.969
6	166.667	144.813	138.98
5	200	144.914	138.991
6	166.667	144.928	139.011
7	142.857	144.928	139.021
6	166.667	144.913	139.023
7	142.857	144.971	139.034
6	166.667	144.957	139.035
5	200	144.971	139.046
6	166.667	144.957	139.066
5	200	144.957	139.076
6	166.667	145.116	139.096
6	166.667	145.129	139.106
6	166.667	145.142	139.117
5	200	145.142	139.128
6	166.667	145.127	139.147
5	200	145.127	139.158
6	166.667	145.127	139.177
5	200	145.127	139.188
6	166.667	145.113	139.207
5	200	145.085	139.218
6	166.667	145.216	139.237
5	200	145.244	139.248
6	166.667	145.256	139.267
6	166.667	145.242	139.278
6	166.667	145.227	139.288
5	200	145.227	139.299
5	200	145.227	139.318
6	166.667	145.171	139.337
6	166.667	145.156	139.348
6	166.667	145.142	139.358
6	166.667	145.171	139.369
5	200	145.171	139.379
6	166.667	145.316	139.399
6	166.667	145.329	139.409
6	166.667	145.342	139.419
5	200	145.356	139.43
6	166.667	145.342	139.449
6	166.667	145.327	139.459
5	200	145.327	139.47
6	166.667	145.271	139.489
6	166.667	145.256	139.499
6	166.667	145.329	139.51
6	166.667	145.342	139.52
5	200	145.342	139.53
6	166.667	145.502	139.55
7	142.857	145.5	139.56
6	166.667	145.513	139.561
5	200	145.485	139.572
6	166.667	145.485	139.591
6	166.667	145.485	139.601
6	166.667	145.5	139.611
6	166.667	145.513	139.622
5	200	145.556	139.632
6	166.667	145.571	139.651
6	166.667	145.644	139.661
6	166.667	145.656	139.672
7	142.857	145.627	139.682
6	166.667	145.671	139.683
6	166.667	145.656	139.693
6	166.667	145.787	139.704
6	166.667	145.8	139.714
6	166.667	145.813	139.724
5	200	145.827	139.734
6	166.667	145.827	139.753
7	142.857	145.958	139.763
8	125	145.942	139.765
8	125	145.912	139.757
8	125	145.898	139.75
8	125	145.915	139.742
8	125	145.898	139.735
7	142.857	145.958	139.728
6	166.667	145.971	139.729
6	166.667	145.971	139.739
6	166.667	146.044	139.749
10	100	145.998	139.759
10	100	146.085	139.734
10	100	146.027	139.71
10	100	146.085	139.685
6	166.667	146.056	139.66
7	142.857	146.027	139.67
6	166.667	146.085	139.671
7	142.857	146.071	139.682
6	166.667	146.071	139.683
5	200	146.071	139.693
8	125	146.027	139.712
5	200	146.042	139.705
6	166.667	146.027	139.723
6	166.667	146.012	139.733
6	166.667	146.012	139.743
6	166.667	146.146	139.753
7	142.857	146.144	139.764
6	166.667	146.156	139.765
8	125	146.156	139.775
6	166.667	146.127	139.768
5	200	146.142	139.778
6	166.667	146.215	139.796
7	142.857	146.212	139.806
5	200	146.242	139.808
6	166.667	146.285	139.826
7	142.857	146.256	139.836
6	166.667	146.329	139.838
6	166.667	146.341	139.848
7	142.857	146.327	139.858
5	200	146.429	139.859
6	166.667	146.441	139.877
6	166.667	146.456	139.887
7	142.857	146.515	139.897
6	166.667	146.527	139.899
6	166.667	146.659	139.909
6	166.667	146.671	139.918
6	166.667	146.685	139.928
6	166.667	146.788	139.938
8	125	146.771	139.948
6	166.667	146.756	139.941
5	200	146.756	139.951
7	142.857	146.815	139.969
6	166.667	146.827	139.97
6	166.667	146.812	139.98
5	200	146.885	139.99
7	142.857	146.856	140.009
6	166.667	147.003	140.01
6	166.667	147.015	140.02
6	166.667	147.026	140.03
6	166.667	147.026	140.039
7	142.857	147.026	140.049
6	166.667	147.1	140.05
6	166.667	147.112	140.06
6	166.667	147.115	140.07
5	200	147.141	140.08
6	166.667	147.141	140.098
6	166.667	147.126	140.108
7	142.857	147.185	140.118
6	166.667	147.2	140.119
7	142.857	147.197	140.129
6	166.667	147.156	140.13
6	166.667	147.303	140.139
5	200	147.329	140.149
7	142.857	147.326	140.167
6	166.667	147.341	140.169
6	166.667	147.326	140.178
7	142.857	147.297	140.188
7	142.857	147.241	140.189
6	166.667	147.241	140.19
6	166.667	147.359	140.2
6	166.667	147.371	140.21
6	166.667	147.371	140.219
6	166.667	147.518	140.229
6	166.667	147.53	140.239
6	166.667	147.541	140.248
6	166.667	147.63	140.258
6	166.667	147.641	140.268
6	166.667	147.656	140.277
6	166.667	147.73	140.287
6	166.667	147.741	140.297
6	166.667	147.741	140.306
6	166.667	147.726	140.316
6	166.667	147.711	140.325
7	142.857	147.697	140.335
6	166.667	147.685	140.336
6	166.667	147.685	140.346
7	142.857	147.685	140.355
6	166.667	147.685	140.356
6	166.667	147.67	140.366
6	166.667	147.685	140.375
7	142.857	147.67	140.385
6	166.667	147.656	140.386
6	166.667	147.656	140.395
7	142.857	147.641	140.405
6	166.667	147.626	140.406
6	166.667	147.611	140.416
6	166.667	147.611	140.425
7	142.857	147.685	140.435
7	142.857	147.67	140.436
7	142.857	147.715	140.437
6	166.667	147.726	140.438
6	166.667	147.726	140.447
6	166.667	147.785	140.457
6	166.667	147.77	140.466
5	200	147.874	140.475
6	166.667	147.885	140.493
7	142.857	147.856	140.503
6	166.667	147.989	140.504
7	142.857	147.985	140.513
7	142.857	148.089	140.514
6	166.667	148.1	140.515
6	166.667	148.111	140.525
7	142.857	148.189	140.534
6	166.667	148.2	140.535
6	166.667	148.211	140.544
6	166.667	148.315	140.554
6	166.667	148.326	140.563
6	166.667	148.311	140.573
6	166.667	148.43	140.582
6	166.667	148.441	140.591
7	142.857	148.426	140.601
5	200	148.426	140.602
6	166.667	148.411	140.619
7	142.857	148.341	140.629
6	166.667	148.341	140.63
6	166.667	148.341	140.639
6	166.667	148.326	140.648
6	166.667	148.445	140.658
6	166.667	148.455	140.667
6	166.667	148.47	140.676
6	166.667	148.47	140.686
5	200	148.5	140.695
6	166.667	148.511	140.712
7	142.857	148.555	140.722
6	166.667	148.555	140.723
5	200	148.585	140.732
7	142.857	148.57	140.75
6	166.667	148.689	140.75
6	166.667	148.7	140.76
7	142.857	148.696	140.769
7	142.857	148.685	140.77
6	166.667	148.67	140.771
5	200	148.849	140.78
7	142.857	148.845	140.797
6	166.667	148.855	140.798
6	166.667	148.96	140.807
6	166.667	148.97	140.817
5	200	149	140.826
6	166.667	149.011	140.843
6	166.667	149.085	140.853
7	142.857	149.219	140.862
6	166.667	149.23	140.863
6	166.667	149.24	140.872
6	166.667	149.24	140.881
6	166.667	149.315	140.89
6	166.667	149.325	140.899
6	166.667	149.46	140.908
6	166.667	149.47	140.917
7	142.857	149.47	140.927
5	200	149.56	140.927
7	142.857	149.555	140.945
6	166.667	149.54	140.946
6	166.667	149.525	140.955
6	166.667	149.51	140.964
6	166.667	149.47	140.973
6	166.667	149.485	140.982
6	166.667	149.47	140.991
6	166.667	149.62	141
6	166.667	149.63	141.009
6	166.667	149.64	141.018
6	166.667	149.64	141.027
6	166.667	149.67	141.036
6	166.667	149.685	141.045
7	142.857	149.745	141.054
6	166.667	149.755	141.055
6	166.667	149.74	141.064
6	166.667	149.785	141.073
6	166.667	149.77	141.082
6	166.667	149.92	141.091
6	166.667	149.93	141.1
7	142.857	149.925	141.109
6	166.667	150.03	141.11
6	166.667	150.04	141.119
6	166.667	150.04	141.128
6	166.667	150.115	141.137
7	142.857	150.11	141.146
5	200	150.29	141.146
6	166.667	150.3	141.163
6	166.667	150.31	141.172
6	166.667	150.375	141.181
6	166.667	150.385	141.19
6	166.667	150.37	141.199
6	166.667	150.355	141.208
6	166.667	150.34	141.217
6	166.667	150.325	141.226
6	166.667	150.31	141.235
6	166.667	150.31	141.244
6	166.667	150.27	141.252
7	142.857	150.24	141.261
6	166.667	150.24	141.262
6	166.667	150.225	141.271
6	166.667	150.27	141.28
6	166.667	150.255	141.289
6	166.667	150.405	141.297
6	166.667	150.415	141.306
6	166.667	150.425	141.315
6	166.667	150.44	141.324
6	166.667	150.425	141.333
6	166.667	150.425	141.342
6	166.667	150.37	141.35
7	142.857	150.34	141.359
6	166.667	150.46	141.36
6	166.667	150.47	141.369
7	142.857	150.47	141.377
6	166.667	150.56	141.378
6	166.667	150.57	141.387
6	166.667	150.69	141.395
7	142.857	150.685	141.404
5	200	150.7	141.405
7	142.857	150.695	141.422
6	166.667	150.785	141.422
6	166.667	150.951	141.431
6	166.667	150.96	141.44
8	125	150.94	141.449
6	166.667	150.925	141.441
6	166.667	151.076	141.45
7	142.857	151.07	141.458
6	166.667	151.07	141.459
6	166.667	151.04	141.468
6	166.667	151.04	141.476
7	142.857	151.009	141.485
6	166.667	150.985	141.486
7	142.857	151.121	141.494
6	166.667	151.13	141.495
6	166.667	151.14	141.503
7	142.857	151.109	141.512
5	200	151.155	141.513
7	142.857	151.124	141.529
6	166.667	151.276	141.53
5	200	151.3	141.539
6	166.667	151.309	141.555
6	166.667	151.339	141.564
6	166.667	151.324	141.573
6	166.667	151.309	141.581
7	142.857	151.255	141.59
6	166.667	151.24	141.59
6	166.667	151.224	141.599
6	166.667	151.209	141.608
6	166.667	151.209	141.616
6	166.667	151.17	141.625
7	142.857	151.155	141.633
6	166.667	151.14	141.634
6	166.667	151.124	141.642
6	166.667	151.124	141.651
6	166.667	151.124	141.66
5	200	151.124	141.668
6	166.667	151.124	141.685
7	142.857	151.245	141.693
5	200	151.27	141.694
6	166.667	151.27	141.71
6	166.667	151.361	141.719
6	166.667	151.37	141.727
6	166.667	151.521	141.736
7	142.857	151.515	141.744
6	166.667	151.524	141.745
6	166.667	151.509	141.753
6	166.667	151.661	141.762
6	166.667	151.67	141.77
7	142.857	151.654	141.779
6	166.667	151.639	141.779
6	166.667	151.624	141.788
7	142.857	151.594	141.796
6	166.667	151.555	141.797
7	142.857	151.524	141.805
6	166.667	151.509	141.805
6	166.667	151.485	141.814
6	166.667	151.5	141.822
6	166.667	151.509	141.831
6	166.667	151.47	141.839
7	142.857	151.455	141.848
6	166.667	151.455	141.848
6	166.667	151.455	141.856
5	200	151.5	141.865
6	166.667	151.509	141.881
7	142.857	151.636	141.89
6	166.667	151.645	141.89
6	166.667	151.654	141.898
6	166.667	151.746	141.907
6	166.667	151.754	141.915
7	142.857	151.739	141.923
6	166.667	151.891	141.924
7	142.857	151.885	141.932
6	166.667	151.961	141.933
5	200	151.985	141.941
6	166.667	152	141.957
7	142.857	151.994	141.966
5	200	152.161	141.966
7	142.857	152.154	141.982
6	166.667	152.23	141.983
6	166.667	152.239	141.991
7	142.857	152.239	141.999
7	142.857	152.315	142
6	166.667	152.324	142
5	200	152.476	142.008
7	142.857	152.469	142.024
7	142.857	152.454	142.025
6	166.667	152.607	142.025
5	200	152.631	142.033
7	142.857	152.624	142.05
6	166.667	152.608	142.05
6	166.667	152.608	142.058
6	166.667	152.569	142.066
5	200	152.569	142.075
7	142.857	152.554	142.091
6	166.667	152.539	142.091
5	200	152.539	142.099
7	142.857	152.524	142.116
6	166.667	152.524	142.116
6	166.667	152.524	142.124
6	166.667	152.524	142.132
7	142.857	152.661	142.14
6	166.667	152.669	142.141
6	166.667	152.685	142.149
6	166.667	152.669	142.157
6	166.667	152.669	142.165
6	166.667	152.654	142.173
6	166.667	152.654	142.182
6	166.667	152.654	142.19
8	125	152.7	142.198
6	166.667	152.708	142.19
7	142.857	152.693	142.199
6	166.667	152.846	142.199
6	166.667	152.854	142.207
7	142.857	152.931	142.215
6	166.667	152.939	142.215
6	166.667	152.939	142.223
6	166.667	153.015	142.232
6	166.667	153.023	142.24
5	200	153.192	142.248
6	166.667	153.2	142.264
7	142.857	153.193	142.272
6	166.667	153.261	142.272
6	166.667	153.269	142.28
6	166.667	153.423	142.288
6	166.667	153.431	142.296
6	166.667	153.439	142.305
7	142.857	153.423	142.313
6	166.667	153.515	142.313
6	166.667	153.523	142.321
7	142.857	153.646	142.329
6	166.667	153.654	142.329
6	166.667	153.669	142.337
6	166.667	153.762	142.345
7	142.857	153.754	142.353
6	166.667	153.754	142.353
6	166.667	153.738	142.361
7	142.857	153.723	142.37
6	166.667	153.685	142.37
6	166.667	153.669	142.378
6	166.667	153.654	142.386
7	142.857	153.639	142.394
6	166.667	153.623	142.394
7	142.857	153.608	142.402
6	166.667	153.639	142.402
7	142.857	153.592	142.41
6	166.667	153.677	142.41
6	166.667	153.685	142.418
6	166.667	153.685	142.426
7	142.857	153.715	142.434
6	166.667	153.723	142.434
5	200	153.723	142.442
6	166.667	153.815	142.458
6	166.667	153.823	142.466
7	142.857	153.823	142.474
6	166.667	153.808	142.474
6	166.667	153.785	142.482
7	142.857	153.769	142.49
6	166.667	153.754	142.49
7	142.857	153.892	142.498
6	166.667	153.9	142.498
6	166.667	153.908	142.506
6	166.667	153.923	142.514
6	166.667	154	142.522
7	142.857	153.992	142.53
5	200	154.146	142.53
6	166.667	154.154	142.546
7	142.857	154.138	142.554
6	166.667	154.231	142.554
7	142.857	154.223	142.562
6	166.667	154.223	142.562
6	166.667	154.207	142.57
6	166.667	154.169	142.577
6	166.667	154.154	142.585
7	142.857	154.154	142.593
6	166.667	154.154	142.593
7	142.857	154.123	142.601
5	200	154.138	142.601
7	142.857	154.108	142.617
6	166.667	154.169	142.617
6	166.667	154.154	142.625
6	166.667	154.308	142.632
5	200	154.331	142.64
7	142.857	154.323	142.656
6	166.667	154.431	142.656
6	166.667	154.438	142.664
7	142.857	154.438	142.672
6	166.667	154.531	142.672
7	142.857	154.523	142.679
6	166.667	154.662	142.679
6	166.667	154.669	142.687
6	166.667	154.669	142.695
6	166.667	154.746	142.703
7	142.857	154.738	142.711
5	200	154.908	142.711
7	142.857	154.9	142.726
5	200	154.923	142.726
7	142.857	154.923	142.742
6	166.667	155.016	142.742
7	142.857	155.007	142.749
6	166.667	155.131	142.749
7	142.857	155.122	142.757
6	166.667	155.138	142.757
6	166.667	155.2	142.765
6	166.667	155.207	142.773
6	166.667	155.378	142.78
6	166.667	155.384	142.788
7	142.857	155.369	142.796
7	142.857	155.447	142.796
7	142.857	155.438	142.796
6	166.667	155.422	142.796
7	142.857	155.391	142.803
6	166.667	155.353	142.803
6	166.667	155.338	142.811
6	166.667	155.322	142.819
7	142.857	155.307	142.827
6	166.667	155.462	142.827
6	166.667	155.469	142.834
6	166.667	155.5	142.842
6	166.667	155.507	142.849
6	166.667	155.469	142.857
7	142.857	155.453	142.865
6	166.667	155.438	142.865
5	200	155.438	142.872
6	166.667	155.438	142.888
8	125	155.391	142.895
6	166.667	155.384	142.888
6	166.667	155.369	142.895
6	166.667	155.369	142.903
6	166.667	155.447	142.911
6	166.667	155.453	142.918
6	166.667	155.453	142.926
7	142.857	155.516	142.933
5	200	155.538	142.933
6	166.667	155.553	142.948
6	166.667	155.553	142.956
6	166.667	155.538	142.964
5	200	155.538	142.971
6	166.667	155.538	142.986
6	166.667	155.522	142.994
7	142.857	155.662	143.001
6	166.667	155.669	143.001
7	142.857	155.669	143.009
6	166.667	155.762	143.009
6	166.667	155.769	143.016
6	166.667	155.784	143.024
6	166.667	155.769	143.032
8	125	155.722	143.039
7	142.857	155.707	143.031
6	166.667	155.903	143.031
6	166.667	155.909	143.039
7	142.857	155.9	143.046
6	166.667	155.906	143.046
6	166.667	155.922	143.054
5	200	156.016	143.061
7	142.857	156.006	143.076
6	166.667	156.006	143.076
6	166.667	155.969	143.084
6	166.667	155.953	143.091
7	142.857	156	143.099
6	166.667	156.006	143.099
6	166.667	156.006	143.106
6	166.667	156.162	143.114
6	166.667	156.169	143.121
6	166.667	156.262	143.128
7	142.857	156.253	143.136
6	166.667	156.253	143.136
6	166.667	156.409	143.143
6	166.667	156.416	143.151
6	166.667	156.422	143.158
6	166.667	156.5	143.166
6	166.667	156.506	143.173
6	166.667	156.506	143.18
7	142.857	156.647	143.188
6	166.667	156.653	143.188
6	166.667	156.637	143.195
6	166.667	156.637	143.202
7	142.857	156.606	143.21
6	166.667	156.606	143.21
6	166.667	156.772	143.217
5	200	156.794	143.225
7	142.857	156.784	143.239
6	166.667	156.784	143.239
6	166.667	156.941	143.247
6	166.667	156.947	143.254
6	166.667	156.953	143.261
6	166.667	156.937	143.269
6	166.667	156.922	143.276
6	166.667	156.937	143.283
7	142.857	156.906	143.291
6	166.667	156.869	143.291
6	166.667	157.026	143.298
6	166.667	157.031	143.305
6	166.667	157.037	143.313
6	166.667	157.053	143.32
6	166.667	157.037	143.327
6	166.667	157.021	143.335
6	166.667	157.179	143.342
6	166.667	157.184	143.349
6	166.667	157.184	143.356
6	166.667	157.184	143.364
5	200	157.184	143.371
6	166.667	157.342	143.386
6	166.667	157.347	143.393
6	166.667	157.353	143.4
5	200	157.369	143.408
6	166.667	157.353	143.422
6	166.667	157.353	143.43
6	166.667	157.337	143.437
6	166.667	157.337	143.444
6	166.667	157.321	143.451
6	166.667	157.447	143.459
6	166.667	157.453	143.466
6	166.667	157.453	143.473
7	142.857	157.579	143.48
6	166.667	157.584	143.48
6	166.667	157.695	143.487
7	142.857	157.684	143.495
6	166.667	157.668	143.494
7	142.857	157.779	143.501
6	166.667	157.784	143.501
5	200	157.926	143.508
6	166.667	157.932	143.523
6	166.667	157.937	143.53
6	166.667	157.937	143.537
6	166.667	158.032	143.545
6	166.667	158.037	143.552
6	166.667	158.037	143.559
6	166.667	158.037	143.566
6	166.667	158.021	143.573
8	125	157.974	143.58
6	166.667	157.953	143.573
6	166.667	157.937	143.58
7	142.857	157.905	143.587
6	166.667	157.905	143.587
6	166.667	157.884	143.594
6	166.667	157.868	143.601
6	166.667	157.868	143.608
6	166.667	157.868	143.615
6	166.667	157.853	143.622
6	166.667	157.853	143.63
6	166.667	157.932	143.637
6	166.667	157.937	143.644
6	166.667	157.937	143.651
6	166.667	158.111	143.658
5	200	158.132	143.665
6	166.667	158.137	143.68
7	142.857	158.2	143.687
6	166.667	158.205	143.686
7	142.857	158.189	143.694
8	125	158.316	143.693
6	166.667	158.321	143.686
5	200	158.4	143.693
6	166.667	158.405	143.707
6	166.667	158.405	143.714
6	166.667	158.548	143.721
6	166.667	158.552	143.728
5	200	158.663	143.735
7	142.857	158.652	143.75
6	166.667	158.668	143.749
6	166.667	158.843	143.756
7	142.857	158.832	143.763
5	200	158.852	143.763
7	142.857	158.821	143.777
6	166.667	158.805	143.777
6	166.667	158.805	143.784
6	166.667	158.784	143.791
7	142.857	158.768	143.798
7	142.857	158.737	143.798
6	166.667	158.737	143.798
6	166.667	158.721	143.805
6	166.667	158.721	143.812
6	166.667	158.705	143.819
7	142.857	158.689	143.825
6	166.667	158.668	143.825
6	166.667	158.668	143.832
6	166.667	158.732	143.839
7	142.857	158.721	143.846
6	166.667	158.737	143.846
7	142.857	158.8	143.853
6	166.667	158.805	143.852
6	166.667	158.821	143.859
6	166.667	158.852	143.866
6	166.667	158.852	143.873
7	142.857	158.995	143.88
6	166.667	159	143.88
6	166.667	159.005	143.887
6	166.667	159.1	143.894
6	166.667	159.105	143.901
7	142.857	159.164	143.908
5	200	159.184	143.907
7	142.857	159.343	143.921
5	200	159.364	143.921
7	142.857	159.352	143.935
6	166.667	159.352	143.935
6	166.667	159.432	143.942
6	166.667	159.436	143.949
6	166.667	159.58	143.955
7	142.857	159.568	143.962
6	166.667	159.568	143.962
6	166.667	159.68	143.969
6	166.667	159.684	143.976
6	166.667	159.844	143.983
6	166.667	159.848	143.99
6	166.667	159.852	143.996
6	166.667	159.836	144.003
7	142.857	159.996	144.01
6	166.667	160	144.01
7	142.857	159.988	144.017
6	166.667	159.968	144.016
7	142.857	159.936	144.023
7	142.857	159.904	144.023
6	166.667	159.852	144.022
6	166.667	160.012	144.029
6	166.667	160.016	144.036
6	166.667	160.02	144.043
6	166.667	160.02	144.049
6	166.667	160.036	144.056
7	142.857	160.004	144.063
6	166.667	160.148	144.063
6	166.667	160.152	144.069
7	142.857	160.136	144.076
6	166.667	160.184	144.076
6	166.667	160.168	144.083
6	166.667	160.264	144.089
6	166.667	160.268	144.096
6	166.667	160.268	144.103
6	166.667	160.252	144.11
6	166.667	160.236	144.117
7	142.857	160.204	144.123
6	166.667	160.168	144.123
6	166.667	160.168	144.13
6	166.667	160.152	144.136
6	166.667	160.136	144.143
6	166.667	160.12	144.15
6	166.667	160.12	144.157
7	142.857	160.088	144.163
6	166.667	160.068	144.163
6	166.667	160.228	144.17
7	142.857	160.216	144.177
7	142.857	160.204	144.176
6	166.667	160.204	144.176
6	166.667	160.204	144.182
6	166.667	160.344	144.189
6	166.667	160.348	144.196
7	142.857	160.336	144.202
5	200	160.368	144.202
17	58.8235	160.176	144.216
7	142.857	160.136	144.144
13	76.9231	160.024	144.143
8	125	160.02	144.1
5	200	160.116	144.092
6	166.667	160.12	144.106
5	200	160.152	144.113
6	166.667	160.184	144.127
6	166.667	160.168	144.133
6	166.667	160.328	144.14
6	166.667	160.332	144.147
6	166.667	160.336	144.154
5	200	160.48	144.16
6	166.667	160.484	144.174
6	166.667	160.484	144.181
6	166.667	160.58	144.187
6	166.667	160.584	144.194
6	166.667	160.729	144.201
6	166.667	160.732	144.207
7	142.857	160.72	144.214
6	166.667	160.736	144.214
5	200	160.832	144.22
6	166.667	160.836	144.234
6	166.667	161.013	144.241
8	125	160.984	144.247
6	166.667	160.968	144.24
6	166.667	161.064	144.246
6	166.667	161.068	144.253
6	166.667	161.213	144.26
6	166.667	161.216	144.266
6	166.667	161.219	144.273
5	200	161.236	144.28
6	166.667	161.348	144.293
6	166.667	161.352	144.3
6	166.667	161.368	144.307
6	166.667	161.352	144.313
6	166.667	161.335	144.32
6	166.667	161.319	144.326
6	166.667	161.319	144.333
7	142.857	161.303	144.34
6	166.667	161.268	144.339
6	166.667	161.252	144.346
6	166.667	161.236	144.352
7	142.857	161.203	144.359
6	166.667	161.168	144.358
6	166.667	161.168	144.365
5	200	161.184	144.371
6	166.667	161.168	144.385
6	166.667	161.265	144.392
6	166.667	161.268	144.398
6	166.667	161.268	144.405
5	200	161.381	144.411
5	200	161.4	144.425
6	166.667	161.403	144.438
5	200	161.435	144.445
7	142.857	161.403	144.459
6	166.667	161.368	144.458
6	166.667	161.352	144.465
6	166.667	161.352	144.471
5	200	161.529	144.478
6	166.667	161.532	144.491
7	142.857	161.519	144.498
6	166.667	161.535	144.497
6	166.667	161.616	144.504
5	200	161.635	144.51
6	166.667	161.781	144.524
6	166.667	161.784	144.53
5	200	161.8	144.537
6	166.667	161.803	144.55
7	142.857	161.884	144.557
5	200	162.046	144.556
6	166.667	162.049	144.57
6	166.667	162.051	144.576
6	166.667	162.068	144.582
6	166.667	162.149	144.589
6	166.667	162.151	144.595
6	166.667	162.151	144.602
6	166.667	162.135	144.608
7	142.857	162.103	144.615
6	166.667	162.084	144.614
5	200	162.1	144.62
7	142.857	162.087	144.634
5	200	162.084	144.633
6	166.667	162.068	144.647
6	166.667	162.051	144.653
6	166.667	162.051	144.66
6	166.667	162.035	144.666
7	142.857	162.019	144.672
6	166.667	162.019	144.672
6	166.667	162.019	144.678
6	166.667	162.003	144.685
7	142.857	161.987	144.691
6	166.667	161.968	144.69
6	166.667	161.951	144.697
6	166.667	161.968	144.703
6	166.667	161.968	144.709
6	166.667	161.951	144.716
6	166.667	161.951	144.722
6	166.667	161.951	144.729
5	200	161.951	144.735
6	166.667	161.951	144.748
6	166.667	161.951	144.755
6	166.667	161.935	144.761
5	200	161.951	144.767
6	166.667	161.935	144.781
6	166.667	161.919	144.787
5	200	161.935	144.793
6	166.667	161.935	144.807
6	166.667	161.935	144.813
6	166.667	161.919	144.819
6	166.667	161.919	144.826
6	166.667	161.919	144.832
7	142.857	161.887	144.838
6	166.667	161.884	144.838
6	166.667	161.868	144.844
7	142.857	161.851	144.85
9	111.111	161.819	144.849
8	125	161.787	144.835
8	125	161.735	144.827
8	125	161.703	144.82
84	11.9048	160.449	144.812
9	111.111	160.288	144.278
8	125	160.236	144.264
7	142.857	160.22	144.257
8	125	160.188	144.256
7	142.857	160.168	144.249
8	125	160.12	144.248
8	125	160.104	144.241
7	142.857	160.088	144.234
8	125	160.052	144.233
9	111.111	160.004	144.226
7	142.857	160.004	144.212
7	142.857	159.968	144.211
7	142.857	159.952	144.211
6	166.667	159.936	144.21
5	200	159.952	144.217
5	200	159.968	144.23
5	200	159.984	144.243
7	142.857	159.968	144.256
5	200	159.984	144.256
6	166.667	159.984	144.269
5	200	160.016	144.276
5	200	160.036	144.289
6	166.667	160.036	144.302
6	166.667	160.036	144.308
6	166.667	160.036	144.315
5	200	160.052	144.321
6	166.667	160.036	144.334
6	166.667	160.036	144.341
7	142.857	160.02	144.347
7	142.857	160.004	144.347
8	125	159.988	144.346
8	125	159.972	144.339
7	142.857	159.952	144.331
7	142.857	159.936	144.331
8	125	159.904	144.33
7	142.857	159.904	144.323
7	142.857	159.888	144.323
8	125	159.872	144.322
7	142.857	159.852	144.315
6	166.667	159.852	144.314
7	142.857	159.852	144.321
6	166.667	159.852	144.32
7	142.857	159.836	144.326
6	166.667	159.836	144.326
5	200	159.852	144.332
5	200	159.868	144.345
5	200	159.884	144.359
5	200	159.916	144.372
6	166.667	159.92	144.385
5	200	159.936	144.391
5	200	159.952	144.404
5	200	159.968	144.417
5	200	160	144.43
5	200	160.02	144.443
5	200	160.036	144.456
5	200	160.052	144.47
6	166.667	160.068	144.483
6	166.667	160.068	144.489
6	166.667	160.068	144.495
7	142.857	160.052	144.501
5	200	160.084	144.501
6	166.667	160.068	144.514
5	200	160.1	144.52
6	166.667	160.104	144.533
6	166.667	160.104	144.539
