
Benchmark started on 1/2/2017 11:57:54
Delta	Instant FPS	10-sec avg. FPS	Total avg. FPS
3	333.333	259.522	239.367
3	333.333	259.522	239.378
3	333.333	259.474	239.389
3	333.333	259.474	239.4
3	333.333	259.474	239.411
4	250	259.448	239.422
4	250	259.448	239.423
3	333.333	259.422	239.425
3	333.333	259.422	239.436
3	333.333	259.422	239.447
4	250	259.396	239.458
2	500	259.374	239.46
4	250	259.348	239.48
3	333.333	259.348	239.482
3	333.333	259.348	239.493
4	250	259.322	239.504
2	500	259.348	239.505
4	250	259.322	239.526
3	333.333	259.322	239.528
4	250	259.296	239.539
3	333.333	259.248	239.54
3	333.333	259.248	239.551
3	333.333	259.248	239.562
3	333.333	259.248	239.573
4	250	259.222	239.584
3	333.333	259.222	239.586
3	333.333	259.222	239.597
3	333.333	259.222	239.608
4	250	259.148	239.619
3	333.333	259.148	239.62
3	333.333	259.148	239.631
3	333.333	259.148	239.642
4	250	259.122	239.653
3	333.333	259.122	239.655
3	333.333	259.074	239.666
2	500	259.1	239.677
4	250	259.096	239.697
3	333.333	259.074	239.699
3	333.333	259.074	239.71
3	333.333	259.074	239.721
3	333.333	259.074	239.732
3	333.333	259.074	239.743
3	333.333	259.1	239.754
3	333.333	259.122	239.764
4	250	259.096	239.775
4	250	259.048	239.777
3	333.333	259.048	239.779
3	333.333	259.022	239.79
3	333.333	259.022	239.8
3	333.333	259.022	239.811
6	166.667	258.945	239.822
4	250	258.874	239.805
3	333.333	258.9	239.807
3	333.333	258.922	239.818
4	250	258.896	239.829
3	333.333	258.922	239.83
3	333.333	258.922	239.841
3	333.333	258.922	239.852
3	333.333	258.922	239.863
3	333.333	258.922	239.874
4	250	258.896	239.885
3	333.333	258.874	239.886
4	250	258.848	239.897
3	333.333	258.822	239.899
3	333.333	258.848	239.91
17	58.8235	258.512	239.921
4	250	258.397	239.801
15	66.6667	258.039	239.803
4	250	257.948	239.702
3	333.333	257.948	239.703
3	333.333	257.948	239.714
4	250	257.923	239.725
4	250	257.897	239.727
4	250	257.848	239.728
3	333.333	257.848	239.73
3	333.333	257.848	239.741
3	333.333	257.848	239.752
4	250	257.848	239.763
4	250	257.823	239.764
3	333.333	257.823	239.766
3	333.333	257.823	239.777
3	333.333	257.823	239.788
4	250	257.797	239.798
4	250	257.797	239.8
2	500	257.826	239.802
4	250	257.823	239.822
3	333.333	257.823	239.823
3	333.333	257.823	239.834
4	250	257.797	239.845
3	333.333	257.823	239.847
3	333.333	257.823	239.858
3	333.333	257.848	239.868
4	250	257.823	239.879
4	250	257.797	239.881
3	333.333	257.774	239.882
3	333.333	257.774	239.893
3	333.333	257.774	239.904
4	250	257.774	239.915
4	250	257.748	239.916
3	333.333	257.748	239.918
3	333.333	257.748	239.929
3	333.333	257.748	239.94
3	333.333	257.748	239.951
3	333.333	257.8	239.961
4	250	257.797	239.972
6	166.667	257.723	239.974
4	250	257.723	239.957
2	500	257.774	239.958
4	250	257.8	239.978
5	200	257.771	239.98
3	333.333	257.9	239.972
3	333.333	257.923	239.983
4	250	257.897	239.994
3	333.333	257.923	239.995
4	250	257.923	240.006
3	333.333	257.923	240.008
4	250	257.923	240.019
3	333.333	257.923	240.02
3	333.333	257.923	240.031
3	333.333	257.923	240.042
3	333.333	257.948	240.052
3	333.333	257.948	240.063
5	200	257.897	240.074
3	333.333	257.874	240.066
2	500	257.9	240.077
3	333.333	257.923	240.097
3	333.333	257.974	240.108
3	333.333	257.974	240.119
3	333.333	258	240.129
3	333.333	258.023	240.14
3	333.333	258.023	240.151
3	333.333	258.023	240.162
3	333.333	258.1	240.172
3	333.333	258.123	240.183
3	333.333	258.148	240.194
3	333.333	258.148	240.205
4	250	258.123	240.216
3	333.333	258.148	240.217
3	333.333	258.148	240.228
3	333.333	258.174	240.239
3	333.333	258.2	240.249
3	333.333	258.223	240.26
4	250	258.197	240.271
3	333.333	258.223	240.272
3	333.333	258.248	240.283
3	333.333	258.248	240.294
3	333.333	258.274	240.304
3	333.333	258.274	240.315
5	200	258.248	240.326
3	333.333	258.274	240.318
4	250	258.248	240.329
3	333.333	258.274	240.33
3	333.333	258.274	240.341
3	333.333	258.274	240.352
3	333.333	258.3	240.362
3	333.333	258.323	240.373
3	333.333	258.323	240.384
3	333.333	258.348	240.395
3	333.333	258.348	240.405
3	333.333	258.374	240.416
3	333.333	258.374	240.427
4	250	258.374	240.437
3	333.333	258.374	240.439
7	142.857	258.297	240.45
6	166.667	258.197	240.423
10	100	258.068	240.406
13	76.9231	257.765	240.353
4	250	257.723	240.271
4	250	257.697	240.273
3	333.333	257.723	240.274
3	333.333	257.748	240.285
3	333.333	257.748	240.296
4	250	257.723	240.306
4	250	257.723	240.308
3	333.333	257.723	240.309
3	333.333	257.748	240.32
3	333.333	257.748	240.331
4	250	257.748	240.341
4	250	257.723	240.343
3	333.333	257.723	240.344
3	333.333	257.774	240.355
3	333.333	257.774	240.366
4	250	257.748	240.376
3	333.333	257.748	240.378
5	200	257.697	240.388
2	500	257.748	240.381
4	250	257.723	240.4
3	333.333	257.748	240.402
4	250	257.723	240.413
4	250	257.697	240.414
3	333.333	257.674	240.415
4	250	257.674	240.426
3	333.333	257.7	240.428
3	333.333	257.723	240.438
5	200	257.671	240.449
3	333.333	257.674	240.441
3	333.333	257.7	240.452
3	333.333	257.723	240.462
4	250	257.697	240.473
3	333.333	257.723	240.474
5	200	257.671	240.485
3	333.333	257.7	240.477
3	333.333	257.723	240.488
3	333.333	257.723	240.499
4	250	257.723	240.509
3	333.333	257.748	240.511
3	333.333	257.748	240.521
3	333.333	257.774	240.532
3	333.333	257.774	240.542
4	250	257.748	240.553
3	333.333	257.774	240.555
3	333.333	257.774	240.565
3	333.333	257.8	240.576
3	333.333	257.823	240.586
4	250	257.797	240.597
4	250	257.774	240.598
3	333.333	257.774	240.6
3	333.333	257.8	240.61
3	333.333	257.823	240.621
5	200	257.771	240.632
3	333.333	257.748	240.624
3	333.333	257.774	240.634
3	333.333	257.774	240.645
3	333.333	257.8	240.656
5	200	257.771	240.666
3	333.333	257.774	240.658
3	333.333	257.774	240.669
4	250	257.748	240.68
3	333.333	257.774	240.681
3	333.333	257.774	240.691
3	333.333	257.8	240.702
4	250	257.797	240.713
3	333.333	257.774	240.714
3	333.333	257.774	240.725
4	250	257.748	240.735
4	250	257.748	240.737
3	333.333	257.748	240.738
3	333.333	257.748	240.748
4	250	257.748	240.759
2	500	257.774	240.76
4	250	257.748	240.78
3	333.333	257.774	240.781
3	333.333	257.774	240.792
3	333.333	257.8	240.803
4	250	257.797	240.813
3	333.333	257.774	240.814
3	333.333	257.8	240.825
3	333.333	257.823	240.836
4	250	257.797	240.846
3	333.333	257.774	240.847
3	333.333	257.774	240.858
4	250	257.774	240.868
3	333.333	257.774	240.87
3	333.333	257.8	240.88
3	333.333	257.823	240.891
4	250	257.797	240.901
3	333.333	257.823	240.903
3	333.333	257.823	240.913
4	250	257.823	240.924
3	333.333	257.823	240.925
3	333.333	257.848	240.936
3	333.333	257.848	240.946
3	333.333	257.848	240.957
4	250	257.823	240.967
2	500	257.848	240.968
3	333.333	257.874	240.988
3	333.333	257.874	240.998
4	250	257.848	241.009
3	333.333	257.874	241.01
3	333.333	257.874	241.021
3	333.333	257.9	241.031
3	333.333	257.923	241.042
3	333.333	257.923	241.052
3	333.333	257.948	241.063
3	333.333	257.948	241.073
4	250	257.948	241.084
3	333.333	257.948	241.085
3	333.333	257.974	241.095
3	333.333	258	241.106
3	333.333	258.023	241.116
3	333.333	258.048	241.127
3	333.333	258.048	241.137
3	333.333	258.074	241.148
4	250	258.048	241.158
3	333.333	258.074	241.159
3	333.333	258.074	241.17
3	333.333	258.074	241.18
4	250	258.074	241.191
3	333.333	258.074	241.192
2	500	258.1	241.202
3	333.333	258.123	241.222
3	333.333	258.148	241.232
3	333.333	258.148	241.243
3	333.333	258.174	241.253
4	250	258.148	241.264
3	333.333	258.174	241.265
4	250	258.148	241.275
4	250	258.123	241.277
3	333.333	258.148	241.278
3	333.333	258.148	241.288
4	250	258.148	241.299
3	333.333	258.148	241.3
3	333.333	258.174	241.31
3	333.333	258.174	241.321
4	250	258.148	241.331
3	333.333	258.174	241.333
3	333.333	258.174	241.343
3	333.333	258.2	241.353
4	250	258.197	241.364
3	333.333	258.2	241.365
3	333.333	258.223	241.375
3	333.333	258.223	241.386
4	250	258.223	241.396
4	250	258.223	241.397
2	500	258.226	241.399
3	333.333	258.248	241.418
4	250	258.248	241.429
3	333.333	258.274	241.43
2	500	258.3	241.44
3	333.333	258.323	241.46
4	250	258.323	241.47
3	333.333	258.323	241.471
3	333.333	258.348	241.482
3	333.333	258.348	241.492
3	333.333	258.348	241.502
4	250	258.348	241.513
3	333.333	258.348	241.514
3	333.333	258.348	241.524
4	250	258.348	241.535
6	166.667	258.271	241.536
3	333.333	258.274	241.519
9	111.111	258.145	241.529
4	250	258.097	241.485
3	333.333	258.123	241.487
3	333.333	258.123	241.497
4	250	258.097	241.507
4	250	258.097	241.509
3	333.333	258.074	241.51
3	333.333	258.1	241.52
3	333.333	258.123	241.531
4	250	258.097	241.541
4	250	258.097	241.542
3	333.333	258.1	241.543
3	333.333	258.123	241.554
3	333.333	258.123	241.564
3	333.333	258.148	241.574
3	333.333	258.148	241.585
3	333.333	258.174	241.595
3	333.333	258.174	241.605
3	333.333	258.174	241.616
3	333.333	258.2	241.626
4	250	258.197	241.636
3	333.333	258.174	241.637
3	333.333	258.174	241.648
3	333.333	258.174	241.658
3	333.333	258.174	241.668
7	142.857	258.097	241.679
4	250	258.048	241.653
16	62.5	257.713	241.654
4	250	257.648	241.547
9	111.111	257.52	241.548
4	250	257.474	241.504
3	333.333	257.474	241.505
4	250	257.449	241.516
3	333.333	257.449	241.517
3	333.333	257.474	241.527
3	333.333	257.5	241.538
3	333.333	257.523	241.548
4	250	257.497	241.558
3	333.333	257.5	241.559
3	333.333	257.523	241.57
3	333.333	257.548	241.58
3	333.333	257.548	241.59
3	333.333	257.548	241.6
3	333.333	257.574	241.611
3	333.333	257.574	241.621
4	250	257.548	241.631
2	500	257.6	241.633
4	250	257.597	241.652
3	333.333	257.623	241.653
3	333.333	257.623	241.663
3	333.333	257.648	241.673
3	333.333	257.648	241.684
3	333.333	257.648	241.694
3	333.333	257.648	241.704
3	333.333	257.648	241.714
3	333.333	257.674	241.725
3	333.333	257.674	241.735
3	333.333	257.7	241.745
3	333.333	257.723	241.755
3	333.333	257.723	241.766
4	250	257.723	241.776
3	333.333	257.723	241.777
4	250	257.723	241.787
3	333.333	257.723	241.788
3	333.333	257.748	241.799
3	333.333	257.748	241.809
3	333.333	257.774	241.819
3	333.333	257.774	241.829
3	333.333	257.774	241.84
3	333.333	257.774	241.85
3	333.333	257.8	241.86
3	333.333	257.823	241.87
3	333.333	257.823	241.88
3	333.333	257.848	241.891
3	333.333	257.848	241.901
2	500	257.9	241.911
4	250	257.897	241.93
3	333.333	257.874	241.931
3	333.333	257.9	241.941
3	333.333	257.923	241.952
3	333.333	257.948	241.962
3	333.333	257.948	241.972
2	500	258	241.982
4	250	257.997	242.001
3	333.333	257.974	242.003
3	333.333	258	242.013
3	333.333	258.023	242.023
3	333.333	258.048	242.033
3	333.333	258.048	242.043
3	333.333	258.074	242.053
3	333.333	258.074	242.063
3	333.333	258.1	242.074
3	333.333	258.123	242.084
3	333.333	258.148	242.094
3	333.333	258.148	242.104
3	333.333	258.174	242.114
3	333.333	258.174	242.124
4	250	258.148	242.135
3	333.333	258.174	242.136
3	333.333	258.174	242.146
3	333.333	258.174	242.156
3	333.333	258.174	242.166
3	333.333	258.2	242.176
3	333.333	258.223	242.186
3	333.333	258.223	242.196
3	333.333	258.248	242.207
3	333.333	258.248	242.217
3	333.333	258.274	242.227
3	333.333	258.274	242.237
3	333.333	258.274	242.247
3	333.333	258.3	242.257
5	200	258.271	242.267
3	333.333	258.248	242.259
3	333.333	258.274	242.27
3	333.333	258.274	242.28
3	333.333	258.274	242.29
4	250	258.248	242.3
2	500	258.274	242.301
4	250	258.274	242.32
3	333.333	258.274	242.321
3	333.333	258.274	242.331
4	250	258.248	242.341
3	333.333	258.274	242.342
3	333.333	258.274	242.353
3	333.333	258.274	242.363
3	333.333	258.3	242.373
3	333.333	258.323	242.383
3	333.333	258.348	242.393
3	333.333	258.348	242.403
3	333.333	258.348	242.413
2	500	258.4	242.423
3	333.333	258.422	242.442
4	250	258.422	242.452
3	333.333	258.422	242.453
3	333.333	258.422	242.463
3	333.333	258.448	242.473
3	333.333	258.448	242.483
2	500	258.5	242.494
4	250	258.497	242.513
3	333.333	258.5	242.514
3	333.333	258.522	242.524
3	333.333	258.522	242.534
3	333.333	258.522	242.544
3	333.333	258.522	242.554
3	333.333	258.548	242.564
3	333.333	258.548	242.574
3	333.333	258.574	242.584
5	200	258.522	242.594
3	333.333	258.548	242.586
3	333.333	258.548	242.596
3	333.333	258.548	242.606
3	333.333	258.574	242.616
3	333.333	258.6	242.626
4	250	258.597	242.636
3	333.333	258.6	242.637
3	333.333	258.622	242.647
3	333.333	258.648	242.657
3	333.333	258.648	242.667
3	333.333	258.648	242.677
3	333.333	258.674	242.687
3	333.333	258.674	242.697
4	250	258.674	242.707
3	333.333	258.674	242.708
3	333.333	258.7	242.718
3	333.333	258.722	242.728
3	333.333	258.722	242.738
3	333.333	258.722	242.748
4	250	258.722	242.758
3	333.333	258.722	242.759
3	333.333	258.722	242.769
2	500	258.774	242.779
4	250	258.748	242.798
10	100	258.567	242.799
4	250	258.548	242.747
3	333.333	258.522	242.748
4	250	258.522	242.758
3	333.333	258.522	242.759
4	250	258.497	242.769
4	250	258.497	242.77
3	333.333	258.5	242.771
4	250	258.497	242.781
3	333.333	258.5	242.782
3	333.333	258.522	242.792
4	250	258.497	242.802
4	250	258.448	242.803
3	333.333	258.448	242.804
3	333.333	258.448	242.814
7	142.857	258.371	242.824
16	62.5	258.039	242.799
3	333.333	258	242.693
21	47.619	257.559	242.703
4	250	257.474	242.553
13	76.9231	257.217	242.554
4	250	257.149	242.475
3	333.333	257.174	242.476
3	333.333	257.174	242.486
3	333.333	257.2	242.496
4	250	257.197	242.506
3	333.333	257.223	242.507
3	333.333	257.223	242.517
4	250	257.197	242.527
2	500	257.2	242.528
4	250	257.197	242.547
3	333.333	257.223	242.548
3	333.333	257.249	242.558
3	333.333	257.249	242.568
3	333.333	257.274	242.578
3	333.333	257.274	242.588
3	333.333	257.274	242.598
3	333.333	257.3	242.608
3	333.333	257.323	242.618
3	333.333	257.323	242.628
3	333.333	257.349	242.638
3	333.333	257.349	242.648
3	333.333	257.374	242.658
3	333.333	257.374	242.667
3	333.333	257.374	242.677
2	500	257.426	242.687
4	250	257.423	242.706
3	333.333	257.423	242.707
3	333.333	257.449	242.717
3	333.333	257.449	242.727
3	333.333	257.449	242.737
4	250	257.449	242.747
4	250	257.423	242.748
2	500	257.474	242.749
3	333.333	257.474	242.768
4	250	257.449	242.778
3	333.333	257.474	242.779
3	333.333	257.474	242.788
4	250	257.474	242.798
13	76.9231	257.217	242.799
3	333.333	257.2	242.721
18	55.5556	256.838	242.731
4	250	256.797	242.608
3	333.333	256.774	242.609
3	333.333	256.774	242.619
4	250	256.774	242.629
3	333.333	256.774	242.63
3	333.333	256.8	242.64
3	333.333	256.823	242.65
3	333.333	256.849	242.66
3	333.333	256.849	242.67
3	333.333	256.849	242.68
3	333.333	256.849	242.69
4	250	256.849	242.699
3	333.333	256.874	242.7
3	333.333	256.874	242.71
3	333.333	256.874	242.72
3	333.333	256.874	242.73
3	333.333	256.9	242.74
3	333.333	256.923	242.75
3	333.333	256.923	242.76
3	333.333	256.923	242.77
3	333.333	256.949	242.779
11	90.9091	256.743	242.789
4	250	256.674	242.729
3	333.333	256.7	242.73
13	76.9231	256.467	242.74
4	250	256.397	242.661
3	333.333	256.374	242.663
4	250	256.349	242.672
3	333.333	256.374	242.673
3	333.333	256.374	242.683
3	333.333	256.374	242.693
3	333.333	256.374	242.703
4	250	256.349	242.713
3	333.333	256.374	242.714
3	333.333	256.374	242.724
3	333.333	256.4	242.734
3	333.333	256.423	242.743
3	333.333	256.423	242.753
4	250	256.423	242.763
2	500	256.449	242.764
4	250	256.449	242.783
3	333.333	256.449	242.784
4	250	256.423	242.794
3	333.333	256.449	242.795
3	333.333	256.449	242.804
3	333.333	256.474	242.814
3	333.333	256.474	242.824
3	333.333	256.474	242.834
3	333.333	256.474	242.844
4	250	256.474	242.854
3	333.333	256.474	242.855
4	250	256.474	242.864
3	333.333	256.474	242.865
3	333.333	256.474	242.875
3	333.333	256.474	242.885
3	333.333	256.474	242.895
3	333.333	256.474	242.905
2	500	256.526	242.914
4	250	256.523	242.933
2	500	256.549	242.934
3	333.333	256.574	242.953
3	333.333	256.574	242.962
4	250	256.549	242.972
3	333.333	256.549	242.973
3	333.333	256.574	242.983
3	333.333	256.574	242.993
3	333.333	256.574	243.002
3	333.333	256.574	243.012
7	142.857	256.497	243.022
3	333.333	256.523	242.997
15	66.6667	256.216	243.006
4	250	256.149	242.911
16	62.5	255.816	242.912
4	250	255.723	242.808
6	166.667	255.672	242.809
10	100	255.47	242.793
18	55.5556	255.092	242.742
19	52.6316	254.642	242.62
4	250	254.549	242.491
4	250	254.524	242.492
3	333.333	254.549	242.493
3	333.333	254.549	242.503
4	250	254.524	242.512
3	333.333	254.549	242.513
3	333.333	254.549	242.523
3	333.333	254.549	242.533
3	333.333	254.575	242.543
3	333.333	254.575	242.553
3	333.333	254.575	242.562
3	333.333	254.6	242.572
3	333.333	254.624	242.582
4	250	254.598	242.592
3	333.333	254.624	242.593
5	200	254.573	242.602
3	333.333	254.575	242.595
3	333.333	254.575	242.605
3	333.333	254.6	242.614
3	333.333	254.624	242.624
3	333.333	254.624	242.634
5	200	254.598	242.644
3	333.333	254.575	242.636
4	250	254.575	242.646
2	500	254.6	242.647
3	333.333	254.624	242.665
4	250	254.598	242.675
4	250	254.549	242.676
3	333.333	254.575	242.677
3	333.333	254.575	242.687
3	333.333	254.575	242.697
3	333.333	254.6	242.706
5	200	254.573	242.716
3	333.333	254.549	242.708
3	333.333	254.575	242.718
3	333.333	254.575	242.728
3	333.333	254.6	242.738
3	333.333	254.624	242.747
17	58.8235	254.268	242.757
4	250	254.198	242.645
4	250	254.198	242.646
13	76.9231	253.946	242.647
3	333.333	253.924	242.57
3	333.333	253.924	242.58
3	333.333	253.924	242.59
4	250	253.924	242.6
2	500	253.949	242.601
3	333.333	253.975	242.619
3	333.333	253.975	242.629
3	333.333	253.975	242.638
3	333.333	253.975	242.648
2	500	254.025	242.658
3	333.333	254.049	242.676
3	333.333	254.049	242.686
2	500	254.1	242.696
4	250	254.098	242.714
3	333.333	254.075	242.715
3	333.333	254.1	242.725
3	333.333	254.124	242.734
3	333.333	254.124	242.744
4	250	254.098	242.754
3	333.333	254.1	242.755
3	333.333	254.124	242.764
3	333.333	254.149	242.774
4	250	254.124	242.784
3	333.333	254.124	242.785
3	333.333	254.124	242.795
3	333.333	254.124	242.804
4	250	254.124	242.814
3	333.333	254.124	242.815
3	333.333	254.149	242.825
3	333.333	254.149	242.834
4	250	254.149	242.844
3	333.333	254.149	242.845
3	333.333	254.149	242.855
4	250	254.124	242.864
3	333.333	254.149	242.865
3	333.333	254.149	242.875
3	333.333	254.175	242.885
3	333.333	254.175	242.894
4	250	254.175	242.904
3	333.333	254.175	242.905
3	333.333	254.2	242.915
3	333.333	254.224	242.924
3	333.333	254.224	242.934
3	333.333	254.249	242.943
3	333.333	254.249	242.953
3	333.333	254.275	242.963
3	333.333	254.275	242.972
3	333.333	254.275	242.982
3	333.333	254.275	242.992
3	333.333	254.3	243.001
4	250	254.298	243.011
3	333.333	254.275	243.012
18	55.5556	253.919	243.022
3	333.333	253.875	242.902
3	333.333	253.875	242.911
13	76.9231	253.621	242.921
4	250	253.599	242.844
3	333.333	253.575	242.845
3	333.333	253.6	242.855
4	250	253.599	242.865
3	333.333	253.575	242.866
2	500	253.6	242.875
4	250	253.599	242.894
3	333.333	253.624	242.895
3	333.333	253.624	242.904
3	333.333	253.649	242.914
3	333.333	253.649	242.923
4	250	253.624	242.933
3	333.333	253.675	242.934
2	500	253.7	242.944
4	250	253.699	242.962
3	333.333	253.724	242.963
3	333.333	253.724	242.972
3	333.333	253.724	242.982
10	100	253.572	242.992
4	250	253.549	242.941
13	76.9231	253.296	242.942
3	333.333	253.249	242.866
3	333.333	253.249	242.875
5	200	253.224	242.885
3	333.333	253.224	242.877
4	250	253.224	242.887
3	333.333	253.224	242.888
3	333.333	253.249	242.898
3	333.333	253.249	242.907
3	333.333	253.275	242.917
3	333.333	253.275	242.926
4	250	253.275	242.936
2	500	253.3	242.937
4	250	253.299	242.955
2	500	253.349	242.956
3	333.333	253.375	242.974
4	250	253.349	242.984
3	333.333	253.349	242.985
3	333.333	253.349	242.994
3	333.333	253.375	243.004
4	250	253.349	243.013
3	333.333	253.375	243.014
3	333.333	253.375	243.024
10	100	253.223	243.034
3	333.333	253.2	242.983
4	250	253.199	242.993
13	76.9231	252.922	242.994
6	166.667	252.799	242.918
3	333.333	252.925	242.901
15	66.6667	252.646	242.911
4	250	252.875	242.818
14	71.4286	252.849	242.819
3	333.333	253.28	242.735
15	66.6667	253	242.744
3	333.333	253.024	242.651
10	100	252.872	242.661
4	250	252.999	242.611
14	71.4286	252.746	242.612
3	333.333	252.9	242.527
14	71.4286	252.646	242.537
3	333.333	253.104	242.453
14	71.4286	252.849	242.463
4	250	252.849	242.379
9	111.111	252.976	242.38
4	250	252.975	242.338
18	55.5556	253	242.339
20	50	252.595	242.221
5	200	252.799	242.087
4	250	252.925	242.079
28	35.7143	252.319	242.081
20	50	252.322	241.879
14	71.4286	252.348	241.744
19	52.6316	252.348	241.661
14	71.4286	252.323	241.536
21	47.619	252.097	241.453
3	333.333	252.4	241.311
18	55.5556	252.046	241.32
3	333.333	252.324	241.204
16	62.5	252.274	241.214
12	83.3333	252.4	241.114
4	250	252.399	241.048
26	38.4615	251.845	241.049
24	41.6667	251.947	240.866
12	83.3333	252.097	240.7
14	71.4286	252.072	240.635
18	55.5556	252.072	240.552
13	76.9231	252.072	240.437
17	58.8235	252.073	240.363
16	62.5	252.024	240.256
19	52.6316	251.797	240.158
19	52.6316	251.798	240.035
13	76.9231	251.799	239.911
16	62.5	251.699	239.838
34	29.4118	251.172	239.74
34	29.4118	250.873	239.493
18	55.5556	250.949	239.247
14	71.4286	250.649	239.133
18	55.5556	250.2	239.053
3	333.333	250.075	238.939
3	333.333	250.075	238.949
3	333.333	250.075	238.958
3	333.333	250.075	238.968
3	333.333	250.1	238.978
3	333.333	250.125	238.988
3	333.333	250.125	238.997
3	333.333	250.125	239.007
3	333.333	250.15	239.017
3	333.333	250.125	239.027
3	333.333	250.15	239.036
2	500	250.175	239.046
4	250	250.15	239.064
3	333.333	250.15	239.065
2	500	250.175	239.075
3	333.333	250.2	239.093
3	333.333	250.225	239.103
3	333.333	250.225	239.113
3	333.333	250.225	239.122
3	333.333	250.225	239.132
4	250	250.2	239.142
2	500	250.25	239.143
4	250	250.225	239.161
10	100	250.05	239.163
4	250	250	239.115
3	333.333	249.975	239.116
13	76.9231	249.725	239.126
3	333.333	249.675	239.054
4	250	249.65	239.063
3	333.333	249.65	239.065
3	333.333	249.65	239.075
3	333.333	249.65	239.084
3	333.333	249.65	239.094
3	333.333	249.675	239.104
4	250	249.65	239.113
3	333.333	249.65	239.115
3	333.333	249.675	239.124
4	250	249.625	239.134
3	333.333	249.65	239.136
3	333.333	249.65	239.145
3	333.333	249.65	239.155
3	333.333	249.675	239.165
3	333.333	249.65	239.174
16	62.5	249.351	239.184
3	333.333	249.275	239.087
14	71.4286	249.001	239.097
3	333.333	248.95	239.017
3	333.333	248.975	239.026
4	250	248.95	239.036
3	333.333	248.95	239.038
3	333.333	248.975	239.047
3	333.333	248.95	239.057
3	333.333	248.975	239.067
4	250	248.95	239.076
3	333.333	248.95	239.078
3	333.333	248.975	239.087
3	333.333	248.975	239.097
3	333.333	248.975	239.107
4	250	248.975	239.116
3	333.333	248.975	239.118
3	333.333	248.975	239.127
3	333.333	248.975	239.137
3	333.333	249	239.147
3	333.333	249.025	239.156
3	333.333	249.025	239.166
3	333.333	249.025	239.176
4	250	249	239.185
3	333.333	249.025	239.187
3	333.333	249.05	239.196
3	333.333	249.05	239.206
4	250	249.025	239.216
4	250	249.025	239.217
15	66.6667	248.702	239.219
3	333.333	248.625	239.13
18	55.5556	248.278	239.14
4	250	248.126	239.028
3	333.333	248.126	239.029
3	333.333	248.15	239.039
4	250	248.126	239.048
3	333.333	248.126	239.05
3	333.333	248.15	239.059
4	250	248.126	239.069
3	333.333	248.126	239.071
3	333.333	248.126	239.08
3	333.333	248.126	239.09
4	250	248.126	239.099
3	333.333	248.126	239.101
2	500	248.15	239.11
3	333.333	248.15	239.128
4	250	248.126	239.138
2	500	248.15	239.139
3	333.333	248.175	239.157
3	333.333	248.175	239.167
4	250	248.15	239.176
2	500	248.2	239.178
4	250	248.201	239.195
3	333.333	248.2	239.197
3	333.333	248.226	239.206
4	250	248.201	239.216
3	333.333	248.175	239.218
3	333.333	248.2	239.227
13	76.9231	247.978	239.237
3	333.333	247.9	239.165
17	58.8235	247.579	239.175
4	250	247.451	239.071
3	333.333	247.451	239.072
4	250	247.426	239.082
3	333.333	247.426	239.083
3	333.333	247.451	239.093
3	333.333	247.451	239.102
3	333.333	247.451	239.112
4	250	247.451	239.122
3	333.333	247.451	239.123
3	333.333	247.451	239.133
3	333.333	247.475	239.142
3	333.333	247.475	239.152
3	333.333	247.475	239.161
3	333.333	247.475	239.171
4	250	247.475	239.18
2	500	247.5	239.182
4	250	247.501	239.2
4	250	247.451	239.201
3	333.333	247.451	239.203
3	333.333	247.475	239.212
4	250	247.451	239.222
3	333.333	247.475	239.223
4	250	247.451	239.233
3	333.333	247.451	239.234
18	55.5556	247.105	239.244
3	333.333	247.026	239.132
13	76.9231	246.779	239.141
4	250	246.726	239.07
3	333.333	246.726	239.072
3	333.333	246.726	239.081
3	333.333	246.751	239.091
4	250	246.726	239.1
3	333.333	246.726	239.102
3	333.333	246.751	239.111
3	333.333	246.751	239.121
3	333.333	246.751	239.13
4	250	246.726	239.14
3	333.333	246.751	239.141
3	333.333	246.751	239.151
3	333.333	246.751	239.161
3	333.333	246.751	239.17
4	250	246.726	239.18
2	500	246.775	239.181
4	250	246.751	239.199
3	333.333	246.751	239.2
3	333.333	246.775	239.21
3	333.333	246.775	239.219
3	333.333	246.775	239.229
3	333.333	246.775	239.238
4	250	246.751	239.248
3	333.333	246.751	239.249
4	250	246.751	239.259
3	333.333	246.751	239.26
4	250	246.751	239.27
3	333.333	246.751	239.271
3	333.333	246.751	239.281
3	333.333	246.775	239.29
3	333.333	246.775	239.3
3	333.333	246.775	239.309
3	333.333	246.8	239.319
4	250	246.801	239.328
3	333.333	246.775	239.329
2	500	246.8	239.339
6	166.667	246.752	239.357
3	333.333	246.726	239.342
13	76.9231	246.504	239.351
3	333.333	246.426	239.28
7	142.857	246.352	239.29
6	166.667	246.252	239.267
3	333.333	246.226	239.252
29	34.4828	245.612	239.262
3	333.333	245.475	239.063
48	20.8333	244.376	239.072
3	333.333	244.176	238.721
4	250	244.151	238.73
3	333.333	244.42	238.732
3	333.333	244.447	238.741
3	333.333	244.473	238.751
3	333.333	244.5	238.76
3	333.333	244.527	238.77
3	333.333	244.527	238.779
3	333.333	244.551	238.789
3	333.333	244.551	238.798
3	333.333	244.576	238.808
3	333.333	244.576	238.817
3	333.333	244.576	238.827
3	333.333	244.576	238.836
4	250	244.576	238.846
3	333.333	244.576	238.847
3	333.333	244.6	238.857
3	333.333	244.627	238.866
