
Benchmark started on 1/2/2017 11:57:54
Delta	Instant FPS	10-sec avg. FPS	Total avg. FPS
3	333.333	192.229	192.185
9	111.111	192.154	192.229
3	333.333	192.197	192.154
13	76.9231	192.044	192.197
3	333.333	192.087	192.044
4	250	192.111	192.087
10	100	192.017	192.111
3	333.333	192.06	192.017
18	55.5556	191.81	192.06
4	250	191.834	191.81
3	333.333	191.877	191.834
4	250	191.901	191.877
3	333.333	191.944	191.901
3	333.333	191.987	191.944
3	333.333	192.03	191.987
3	333.333	192.073	192.03
3	333.333	192.116	192.073
3	333.333	192.159	192.116
3	333.333	192.202	192.159
14	71.4286	192.031	192.202
3	333.333	192.074	192.031
18	55.5556	191.825	192.074
3	333.333	191.868	191.825
3	333.333	191.911	191.868
3	333.333	191.954	191.911
3	333.333	191.997	191.954
4	250	192.02	191.997
3	333.333	192.063	192.02
3	333.333	192.106	192.063
3	333.333	192.149	192.106
5	200	192.153	192.149
3	333.333	192.195	192.153
4	250	192.219	192.195
3	333.333	192.261	192.219
3	333.333	192.304	192.261
4	250	192.327	192.304
3	333.333	192.37	192.327
3	333.333	192.412	192.37
4	250	192.435	192.412
4	250	192.459	192.435
2	500	192.52	192.459
4	250	192.543	192.52
3	333.333	192.586	192.543
3	333.333	192.628	192.586
3	333.333	192.671	192.628
3	333.333	192.713	192.671
3	333.333	192.755	192.713
3	333.333	192.798	192.755
3	333.333	192.84	192.798
8	125	192.786	192.84
3	333.333	192.828	192.786
16	62.5	192.619	192.828
3	333.333	192.661	192.619
5	200	194.192	192.661
3	333.333	194.234	192.665
2	500	194.296	192.707
3	333.333	194.338	192.769
3	333.333	194.38	192.811
3	333.333	194.422	192.853
3	333.333	194.464	192.895
4	250	194.486	192.937
3	333.333	194.528	192.96
3	333.333	194.57	193.002
5	200	194.573	193.044
3	333.333	194.615	193.047
4	250	194.637	193.089
4	250	194.659	193.112
4	250	194.681	193.134
3	333.333	194.723	193.157
4	250	194.745	193.199
3	333.333	194.787	193.221
4	250	194.809	193.263
12	83.3333	194.675	193.286
4	250	194.697	193.155
13	76.9231	194.544	193.177
5	200	194.817	193.028
3	333.333	194.858	193.031
14	71.4286	194.686	193.073
5	200	194.842	192.904
3	333.333	195.115	192.908
5	200	195.117	192.95
3	333.333	195.159	192.953
3	333.333	195.2	192.995
3	333.333	195.241	193.036
4	250	195.437	193.078
3	333.333	195.478	193.1
4	250	195.5	193.142
3	333.333	195.541	193.164
4	250	195.522	193.205
3	333.333	195.776	193.228
3	333.333	195.817	193.269
3	333.333	195.859	193.31
3	333.333	195.9	193.352
3	333.333	195.941	193.393
4	250	195.922	193.434
2	500	195.9	193.456
4	250	195.922	193.517
2	500	195.9	193.539
4	250	195.922	193.599
7	142.857	195.783	193.621
4	250	195.722	193.586
13	76.9231	195.465	193.608
3	333.333	195.28	193.46
4	250	195.241	193.501
9	111.111	195.124	193.523
4	250	194.961	193.451
13	76.9231	194.766	193.473
3	333.333	194.642	193.325
5	200	194.661	193.366
4	250	194.661	193.369
3	333.333	194.856	193.391
3	333.333	194.897	193.432
3	333.333	194.939	193.473
3	333.333	194.98	193.514
3	333.333	194.98	193.555
3	333.333	194.98	193.595
3	333.333	194.98	193.636
4	250	194.961	193.677
13	76.9231	194.766	193.699
4	250	194.661	193.552
13	76.9231	194.467	193.573
4	250	194.422	193.426
3	333.333	194.442	193.448
4	250	194.422	193.489
3	333.333	194.4	193.511
2	500	194.461	193.552
4	250	194.442	193.611
3	333.333	194.442	193.633
4	250	194.422	193.673
3	333.333	194.4	193.695
3	333.333	194.442	193.735
5	200	194.403	193.776
3	333.333	194.342	193.779
13	76.9231	194.148	193.819
4	250	194.042	193.673
4	250	194.022	193.695
4	250	193.942	193.716
3	333.333	193.961	193.738
4	250	193.942	193.778
3	333.333	193.942	193.8
3	333.333	193.961	193.84
3	333.333	193.961	193.88
3	333.333	193.981	193.921
3	333.333	194	193.961
3	333.333	194.042	194.001
4	250	194.022	194.041
5	200	193.942	194.063
3	333.333	193.981	194.066
18	55.5556	193.709	194.106
3	333.333	193.91	193.867
17	58.8235	193.681	193.907
4	250	193.681	193.687
3	333.333	193.913	193.709
4	250	193.936	193.749
4	250	193.958	193.77
3	333.333	194	193.792
3	333.333	194.042	193.832
4	250	194.314	193.872
3	333.333	194.355	193.893
3	333.333	194.397	193.933
4	250	194.419	193.973
3	333.333	194.461	193.994
3	333.333	194.753	194.034
2	500	194.814	194.074
4	250	194.836	194.132
3	333.333	194.878	194.153
3	333.333	194.919	194.193
3	333.333	194.961	194.233
4	250	195.137	194.273
3	333.333	195.178	194.294
3	333.333	195.22	194.334
4	250	195.241	194.373
4	250	195.515	194.394
9	111.111	195.439	194.415
4	250	195.461	194.344
4	250	195.735	194.365
5	200	195.737	194.386
3	333.333	195.778	194.389
4	250	195.8	194.429
3	333.333	195.841	194.45
4	250	196.057	194.489
3	333.333	196.098	194.51
4	250	196.12	194.55
3	333.333	196.161	194.571
3	333.333	196.475	194.61
3	333.333	196.516	194.649
4	250	196.538	194.689
3	333.333	196.579	194.709
3	333.333	196.62	194.749
3	333.333	196.661	194.788
4	250	196.857	194.827
3	333.333	196.898	194.848
4	250	196.92	194.887
3	333.333	196.961	194.908
3	333.333	197.276	194.947
3	333.333	197.317	194.986
4	250	197.338	195.025
3	333.333	197.379	195.046
4	250	197.4	195.085
3	333.333	197.441	195.106
3	333.333	197.678	195.145
3	333.333	197.719	195.184
3	333.333	197.759	195.223
3	333.333	197.8	195.262
4	250	197.821	195.301
3	333.333	198.138	195.321
4	250	198.159	195.36
3	333.333	198.199	195.381
3	333.333	198.24	195.42
3	333.333	198.28	195.458
4	250	198.518	195.497
4	250	198.539	195.518
3	333.333	198.579	195.538
3	333.333	198.62	195.577
7	142.857	198.581	195.616
3	333.333	198.819	195.581
4	250	198.84	195.62
3	333.333	198.88	195.64
4	250	199.199	195.679
4	250	199.219	195.699
3	333.333	199.259	195.719
4	250	199.28	195.758
3	333.333	199.32	195.778
4	250	199.34	195.817
3	333.333	199.56	195.837
4	250	199.58	195.875
3	333.333	199.62	195.896
4	250	199.64	195.934
3	333.333	199.96	195.954
4	250	199.98	195.993
3	333.333	200.02	196.013
5	200	200.02	196.051
4	250	200.04	196.053
3	333.333	200.24	196.073
4	250	200.26	196.111
4	250	200.28	196.131
3	333.333	200.32	196.151
4	250	200.34	196.19
4	250	200.52	196.21
3	333.333	200.56	196.23
3	333.333	200.6	196.268
4	250	200.62	196.306
4	250	200.74	196.326
3	333.333	200.78	196.346
3	333.333	200.8	196.384
4	250	200.82	196.422
3	333.333	201.121	196.442
4	250	201.141	196.48
4	250	201.16	196.5
4	250	201.18	196.519
3	333.333	201.361	196.539
5	200	201.36	196.577
4	250	201.38	196.579
4	250	201.38	196.599
4	250	201.561	196.618
3	333.333	201.601	196.638
4	250	201.62	196.676
3	333.333	201.66	196.696
4	250	201.66	196.733
3	333.333	201.68	196.753
4	250	201.66	196.791
4	250	201.66	196.81
3	333.333	201.68	196.83
4	250	201.66	196.868
4	250	201.66	196.887
3	333.333	201.66	196.907
4	250	201.639	196.945
4	250	201.66	196.964
3	333.333	201.66	196.984
3	333.333	201.942	197.021
5	200	201.941	197.059
4	250	201.961	197.06
12	83.3333	201.818	197.08
3	333.333	201.86	196.954
4	250	201.839	196.992
10	100	201.698	197.011
4	250	201.639	196.923
12	83.3333	201.458	196.942
20	50	201.038	196.817
18	55.5556	200.599	196.549
13	76.9231	200.44	196.318
19	52.6316	200.22	196.177
14	71.4286	200.04	195.929
3	333.333	200.26	195.771
3	333.333	200.28	195.808
3	333.333	200.46	195.845
4	250	200.48	195.883
3	333.333	200.52	195.902
3	333.333	200.56	195.94
3	333.333	200.6	195.977
3	333.333	200.64	196.014
4	250	200.841	196.052
3	333.333	200.88	196.071
3	333.333	200.92	196.109
3	333.333	200.96	196.146
3	333.333	200.98	196.183
3	333.333	200.98	196.22
3	333.333	201.02	196.257
4	250	201.04	196.295
3	333.333	201.06	196.314
3	333.333	201.04	196.351
3	333.333	201.04	196.388
3	333.333	201.06	196.425
4	250	201.06	196.462
3	333.333	201.06	196.482
3	333.333	201.06	196.519
3	333.333	201.06	196.556
4	250	201.261	196.593
3	333.333	201.301	196.612
3	333.333	201.34	196.649
3	333.333	201.38	196.686
3	333.333	201.4	196.723
4	250	201.419	196.76
3	333.333	201.38	196.779
4	250	201.42	196.816
3	333.333	201.46	196.835
3	333.333	201.46	196.872
4	250	201.742	196.908
4	250	201.761	196.928
4	250	201.781	196.947
3	333.333	201.82	196.966
3	333.333	201.86	197.002
3	333.333	201.9	197.039
4	250	201.919	197.076
3	333.333	201.939	197.095
4	250	201.919	197.131
3	333.333	202.121	197.15
3	333.333	202.161	197.187
4	250	202.18	197.223
3	333.333	202.2	197.242
4	250	202.219	197.279
3	333.333	202.2	197.298
4	250	202.219	197.334
3	333.333	202.28	197.353
4	250	202.28	197.39
3	333.333	202.482	197.408
3	333.333	202.522	197.445
3	333.333	202.561	197.481
3	333.333	202.6	197.518
3	333.333	202.639	197.554
4	250	202.659	197.59
3	333.333	202.659	197.609
3	333.333	202.761	197.645
4	250	202.78	197.682
3	333.333	202.82	197.7
4	250	202.839	197.737
3	333.333	203.042	197.755
3	333.333	203.081	197.791
4	250	203.1	197.828
3	333.333	203.139	197.846
3	333.333	203.159	197.882
4	250	203.302	197.919
3	333.333	203.341	197.937
3	333.333	203.38	197.973
4	250	203.4	198.009
4	250	203.419	198.028
3	333.333	203.622	198.046
3	333.333	203.661	198.082
4	250	203.68	198.118
3	333.333	203.68	198.137
4	250	203.68	198.173
3	333.333	203.68	198.191
3	333.333	203.68	198.227
4	250	203.639	198.263
3	333.333	203.68	198.281
3	333.333	203.7	198.317
4	250	203.719	198.353
3	333.333	203.68	198.371
3	333.333	203.7	198.407
4	250	203.719	198.443
3	333.333	203.739	198.461
4	250	203.965	198.497
4	250	203.984	198.515
2	500	204.043	198.533
4	250	204.061	198.587
2	500	204.12	198.605
3	333.333	204.159	198.658
4	250	204.159	198.694
3	333.333	204.18	198.712
3	333.333	204.2	198.747
4	250	204.218	198.783
3	333.333	204.239	198.801
4	250	204.218	198.837
3	333.333	204.239	198.855
3	333.333	204.259	198.89
4	250	204.239	198.926
3	333.333	204.239	198.944
4	250	204.239	198.979
4	250	204.259	198.997
3	333.333	204.28	199.015
4	250	204.484	199.05
3	333.333	204.523	199.068
3	333.333	204.561	199.104
4	250	204.58	199.139
3	333.333	204.58	199.157
4	250	204.6	199.192
3	333.333	204.639	199.21
4	250	204.7	199.245
3	333.333	204.739	199.263
3	333.333	204.759	199.299
4	250	204.943	199.334
3	333.333	204.982	199.352
4	250	205	199.387
3	333.333	205.038	199.405
4	250	205.038	199.44
3	333.333	205.059	199.457
4	250	205.038	199.493
3	333.333	205.038	199.51
3	333.333	205.038	199.545
4	250	205.038	199.58
4	250	205.018	199.598
3	333.333	205	199.616
3	333.333	205.038	199.651
4	250	205.018	199.686
4	250	205.144	199.703
3	333.333	205.182	199.721
3	333.333	205.221	199.756
4	250	205.238	199.791
3	333.333	205.238	199.808
3	333.333	205.464	199.843
4	250	205.482	199.878
3	333.333	205.521	199.895
4	250	205.538	199.93
3	333.333	205.579	199.948
4	250	205.579	199.983
3	333.333	205.579	200
3	333.333	205.579	200.035
3	333.333	205.6	200.07
4	250	205.618	200.104
3	333.333	205.579	200.122
4	250	205.559	200.156
3	333.333	205.559	200.174
3	333.333	205.559	200.208
3	333.333	205.579	200.243
4	250	205.559	200.278
3	333.333	205.559	200.295
3	333.333	205.579	200.33
4	250	205.6	200.364
3	333.333	205.638	200.381
3	333.333	205.638	200.416
3	333.333	205.638	200.45
4	250	205.618	200.485
3	333.333	205.638	200.502
4	250	205.618	200.537
3	333.333	205.6	200.554
4	250	205.618	200.588
3	333.333	205.638	200.605
4	250	205.638	200.64
3	333.333	205.638	200.657
3	333.333	205.638	200.691
4	250	205.638	200.726
3	333.333	205.638	200.743
3	333.333	205.679	200.777
3	333.333	205.679	200.811
4	250	205.659	200.845
3	333.333	205.679	200.862
3	333.333	205.721	200.897
3	333.333	205.759	200.931
4	250	205.759	200.965
3	333.333	205.759	200.982
3	333.333	205.8	201.016
3	333.333	205.838	201.05
4	250	205.818	201.085
3	333.333	205.838	201.101
3	333.333	205.859	201.136
3	333.333	205.879	201.17
3	333.333	205.879	201.204
3	333.333	205.879	201.238
4	250	205.879	201.272
3	333.333	205.879	201.289
3	333.333	206.024	201.323
2	500	206.082	201.357
3	333.333	206.121	201.408
3	333.333	206.159	201.442
3	333.333	206.179	201.476
4	250	206.344	201.51
3	333.333	206.383	201.526
3	333.333	206.421	201.56
3	333.333	206.459	201.594
3	333.333	206.479	201.628
4	250	206.645	201.662
3	333.333	206.683	201.679
3	333.333	206.721	201.712
4	250	206.738	201.746
3	333.333	206.759	201.763
3	333.333	206.986	201.796
4	250	207.004	201.83
4	250	207.021	201.847
4	250	207.038	201.863
4	250	207.017	201.88
3	333.333	207.038	201.896
3	333.333	207.059	201.93
4	250	207.059	201.963
3	333.333	207.059	201.98
3	333.333	207.059	202.013
4	250	207.059	202.047
3	333.333	207.059	202.063
3	333.333	207.059	202.097
4	250	207.038	202.13
4	250	207.059	202.147
3	333.333	207.059	202.163
3	333.333	207.39	202.196
4	250	207.407	202.23
3	333.333	207.445	202.246
3	333.333	207.483	202.28
4	250	207.5	202.313
2	500	207.558	202.329
3	333.333	207.558	202.38
4	250	207.642	202.413
3	333.333	207.679	202.429
4	250	207.658	202.463
3	333.333	207.97	202.479
3	333.333	208.008	202.512
3	333.333	208.046	202.546
3	333.333	208.083	202.579
4	250	208.1	202.612
3	333.333	208.138	202.628
3	333.333	208.158	202.661
4	250	208.138	202.695
3	333.333	208.138	202.711
4	250	208.325	202.744
3	333.333	208.363	202.76
3	333.333	208.4	202.793
3	333.333	208.437	202.826
4	250	208.417	202.859
3	333.333	208.437	202.875
3	333.333	208.437	202.908
4	250	208.417	202.941
3	333.333	208.379	202.957
4	250	208.358	202.99
3	333.333	208.358	203.006
3	333.333	208.379	203.039
4	250	208.358	203.072
3	333.333	208.358	203.088
3	333.333	208.337	203.121
4	250	208.337	203.154
2	500	208.358	203.17
4	250	208.4	203.22
3	333.333	208.437	203.236
4	250	208.417	203.268
3	333.333	208.73	203.284
3	333.333	208.767	203.317
3	333.333	208.804	203.35
3	333.333	208.842	203.383
4	250	208.858	203.415
3	333.333	208.858	203.431
3	333.333	208.9	203.464
3	333.333	208.937	203.497
4	250	208.916	203.529
3	333.333	208.9	203.545
3	333.333	208.937	203.578
3	333.333	208.958	203.61
3	333.333	208.958	203.643
3	333.333	208.958	203.676
4	250	208.937	203.708
2	500	208.958	203.724
4	250	208.937	203.774
3	333.333	208.937	203.789
3	333.333	208.937	203.822
4	250	208.916	203.854
3	333.333	208.879	203.87
3	333.333	208.879	203.902
4	250	208.879	203.935
4	250	208.858	203.95
3	333.333	208.858	203.966
3	333.333	208.9	203.998
3	333.333	208.937	204.03
4	250	208.916	204.063
3	333.333	208.9	204.078
4	250	208.916	204.111
3	333.333	208.879	204.126
3	333.333	208.9	204.158
4	250	208.916	204.191
3	333.333	208.879	204.206
3	333.333	208.921	204.238
3	333.333	208.958	204.271
4	250	208.937	204.303
3	333.333	208.937	204.318
4	250	208.937	204.35
3	333.333	208.937	204.366
3	333.333	208.958	204.398
4	250	208.937	204.43
3	333.333	208.937	204.445
3	333.333	208.958	204.477
3	333.333	208.958	204.51
3	333.333	208.958	204.542
4	250	208.958	204.574
3	333.333	208.958	204.589
4	250	208.937	204.621
3	333.333	208.958	204.636
3	333.333	208.958	204.668
4	250	208.937	204.7
3	333.333	208.937	204.715
3	333.333	208.979	204.747
3	333.333	208.979	204.779
4	250	208.958	204.811
3	333.333	208.958	204.826
3	333.333	208.958	204.858
3	333.333	208.958	204.89
4	250	208.937	204.922
3	333.333	208.958	204.937
4	250	208.958	204.969
3	333.333	208.979	204.984
3	333.333	208.979	205.016
3	333.333	208.979	205.048
4	250	209.272	205.079
3	333.333	209.309	205.094
4	250	209.326	205.126
3	333.333	209.363	205.141
3	333.333	209.4	205.173
4	250	209.416	205.204
3	333.333	209.437	205.219
4	250	209.416	205.251
3	333.333	209.5	205.266
4	250	209.516	205.297
3	333.333	209.71	205.312
4	250	209.726	205.344
3	333.333	209.763	205.359
4	250	209.779	205.39
4	250	209.758	205.405
3	333.333	209.779	205.42
3	333.333	209.926	205.451
3	333.333	209.963	205.483
4	250	209.979	205.514
4	250	209.958	205.529
3	333.333	210.168	205.544
3	333.333	210.205	205.575
4	250	210.221	205.607
3	333.333	210.258	205.621
3	333.333	210.279	205.653
3	333.333	210.279	205.684
3	333.333	210.3	205.716
3	333.333	210.337	205.747
3	333.333	210.337	205.779
4	250	210.316	205.81
3	333.333	210.337	205.824
4	250	210.316	205.856
3	333.333	210.337	205.87
4	250	210.316	205.902
4	250	210.279	205.916
3	333.333	210.3	205.931
3	333.333	210.337	205.962
4	250	210.258	205.993
2	500	210.279	206.008
4	250	210.258	206.056
3	333.333	210.279	206.07
3	333.333	210.279	206.101
4	250	210.258	206.132
3	333.333	210.258	206.147
3	333.333	210.363	206.178
4	250	210.379	206.209
3	333.333	210.379	206.223
3	333.333	210.59	206.255
3	333.333	210.626	206.286
3	333.333	210.663	206.317
4	250	210.679	206.348
3	333.333	210.7	206.362
3	333.333	210.737	206.393
3	333.333	210.737	206.424
4	250	210.758	206.455
3	333.333	210.758	206.469
3	333.333	210.779	206.5
4	250	210.758	206.531
3	333.333	210.758	206.546
3	333.333	210.758	206.577
3	333.333	210.758	206.608
3	333.333	210.779	206.638
4	250	210.758	206.669
3	333.333	210.758	206.683
4	250	210.863	206.714
3	333.333	210.9	206.728
3	333.333	210.937	206.759
3	333.333	210.958	206.79
4	250	211.148	206.821
3	333.333	211.184	206.835
3	333.333	211.221	206.866
3	333.333	211.258	206.897
3	333.333	211.258	206.927
3	333.333	211.3	206.958
3	333.333	211.337	206.989
3	333.333	211.337	207.02
3	333.333	211.358	207.05
3	333.333	211.358	207.081
3	333.333	211.358	207.112
4	250	211.358	207.142
3	333.333	211.358	207.156
3	333.333	211.379	207.187
4	250	211.358	207.217
3	333.333	211.379	207.231
3	333.333	211.4	207.262
4	250	211.415	207.292
2	500	211.4	207.306
3	333.333	211.437	207.354
3	333.333	211.458	207.384
3	333.333	211.458	207.415
4	250	211.458	207.445
3	333.333	211.458	207.459
3	333.333	211.458	207.489
3	333.333	211.479	207.52
3	333.333	211.5	207.55
4	250	211.515	207.581
3	333.333	211.537	207.594
3	333.333	211.558	207.625
4	250	211.537	207.655
3	333.333	211.537	207.669
4	250	211.515	207.699
3	333.333	211.537	207.713
3	333.333	211.537	207.743
3	333.333	211.537	207.773
3	333.333	211.558	207.804
3	333.333	211.558	207.834
3	333.333	211.558	207.864
4	250	211.537	207.895
3	333.333	211.558	207.908
4	250	211.537	207.938
3	333.333	211.537	207.952
3	333.333	211.558	207.982
3	333.333	211.558	208.012
4	250	211.537	208.042
3	333.333	211.558	208.056
3	333.333	211.558	208.086
4	250	211.537	208.116
3	333.333	211.537	208.13
3	333.333	211.537	208.16
4	250	211.537	208.19
3	333.333	211.537	208.203
4	250	211.515	208.233
3	333.333	211.621	208.247
3	333.333	211.658	208.277
4	250	211.637	208.307
3	333.333	211.869	208.32
4	250	211.885	208.35
2	500	211.942	208.363
4	250	211.958	208.41
3	333.333	211.958	208.423
4	250	211.958	208.453
3	333.333	212.064	208.466
3	333.333	212.1	208.496
4	250	212.115	208.526
3	333.333	212.136	208.54
3	333.333	212.455	208.569
3	333.333	212.491	208.599
4	250	212.506	208.629
3	333.333	212.543	208.642
3	333.333	212.579	208.672
3	333.333	212.6	208.702
4	250	212.615	208.732
3	333.333	212.636	208.745
3	333.333	212.657	208.775
3	333.333	212.657	208.804
4	250	212.636	208.834
3	333.333	212.657	208.847
3	333.333	212.657	208.877
3	333.333	212.679	208.907
3	333.333	212.679	208.936
4	250	212.7	208.966
2	500	212.757	208.979
4	250	212.736	209.025
3	333.333	212.757	209.038
3	333.333	212.757	209.068
4	250	212.757	209.097
3	333.333	212.757	209.11
4	250	212.736	209.14
3	333.333	212.736	209.153
3	333.333	212.757	209.182
3	333.333	212.779	209.212
4	250	212.736	209.242
3	333.333	212.757	209.254
3	333.333	212.757	209.284
3	333.333	212.757	209.313
3	333.333	212.757	209.343
3	333.333	212.757	209.372
3	333.333	212.757	209.402
3	333.333	212.757	209.431
3	333.333	212.779	209.461
3	333.333	212.885	209.49
2	500	212.943	209.519
4	250	212.957	209.565
3	333.333	212.979	209.578
4	250	213.171	209.607
3	333.333	213.207	209.62
3	333.333	213.243	209.649
3	333.333	213.279	209.679
4	250	213.279	209.708
3	333.333	213.321	209.721
3	333.333	213.357	209.75
3	333.333	213.357	209.779
4	250	213.336	209.808
3	333.333	213.336	209.821
3	333.333	213.357	209.85
3	333.333	213.336	209.879
3	333.333	213.357	209.909
5	200	213.315	209.938
3	333.333	213.279	209.934
3	333.333	213.3	209.963
3	333.333	213.336	209.992
3	333.333	213.357	210.021
3	333.333	213.571	210.05
4	250	213.585	210.079
3	333.333	213.621	210.092
3	333.333	213.657	210.121
3	333.333	213.679	210.15
4	250	213.679	210.179
3	333.333	213.679	210.192
3	333.333	213.764	210.221
4	250	213.779	210.25
3	333.333	213.8	210.262
3	333.333	213.836	210.291
3	333.333	214.05	210.32
3	333.333	214.086	210.349
3	333.333	214.121	210.378
3	333.333	214.157	210.407
3	333.333	214.179	210.436
3	333.333	214.2	210.464
4	250	214.214	210.493
3	333.333	214.236	210.506
3	333.333	214.236	210.535
4	250	214.236	210.563
3	333.333	214.236	210.576
3	333.333	214.257	210.605
4	250	214.214	210.633
2	500	214.257	210.646
3	333.333	214.279	210.691
4	250	214.257	210.72
3	333.333	214.257	210.732
3	333.333	214.579	210.761
3	333.333	214.615	210.789
4	250	214.629	210.818
3	333.333	214.664	210.83
4	250	214.679	210.859
3	333.333	214.7	210.871
3	333.333	214.736	210.9
4	250	214.736	210.928
3	333.333	214.736	210.941
4	250	214.714	210.969
3	333.333	214.736	210.981
4	250	214.714	211.01
3	333.333	214.7	211.022
3	333.333	214.736	211.051
3	333.333	214.736	211.079
3	333.333	214.736	211.108
3	333.333	214.757	211.136
4	250	214.736	211.165
4	250	214.757	211.177
3	333.333	214.757	211.189
3	333.333	214.993	211.217
3	333.333	215.029	211.246
3	333.333	215.065	211.274
4	250	215.078	211.303
3	333.333	215.1	211.315
3	333.333	215.135	211.343
3	333.333	215.157	211.371
3	333.333	215.178	211.4
4	250	215.157	211.428
3	333.333	215.2	211.44
4	250	215.214	211.468
2	500	215.257	211.48
4	250	215.235	211.525
3	333.333	215.235	211.537
3	333.333	215.235	211.565
3	333.333	215.235	211.594
3	333.333	215.257	211.622
3	333.333	215.257	211.65
4	250	215.235	211.678
3	333.333	215.537	211.69
3	333.333	215.572	211.718
3	333.333	215.608	211.747
3	333.333	215.643	211.775
3	333.333	215.678	211.803
4	250	215.678	211.831
3	333.333	215.678	211.843
4	250	215.7	211.871
4	250	215.714	211.883
3	333.333	215.7	211.894
3	333.333	215.735	211.923
4	250	215.714	211.951
3	333.333	215.7	211.962
3	333.333	215.735	211.99
3	333.333	215.735	212.018
3	333.333	215.735	212.047
3	333.333	215.757	212.075
3	333.333	215.778	212.103
3	333.333	215.778	212.131
3	333.333	215.778	212.159
4	250	215.757	212.186
3	333.333	215.778	212.198
3	333.333	215.8	212.226
4	250	215.814	212.254
3	333.333	215.778	212.266
3	333.333	215.778	212.294
3	333.333	215.778	212.321
3	333.333	215.8	212.349
3	333.333	215.835	212.377
3	333.333	215.835	212.405
4	250	215.814	212.433
3	333.333	215.8	212.444
2	500	215.857	212.472
4	250	215.857	212.516
3	333.333	215.835	212.528
3	333.333	215.857	212.556
3	333.333	215.857	212.583
4	250	216.008	212.611
4	250	216.022	212.623
3	333.333	216.057	212.634
3	333.333	216.078	212.662
4	250	216.273	212.689
3	333.333	216.308	212.701
3	333.333	216.343	212.729
4	250	216.357	212.756
3	333.333	216.4	212.768
4	250	216.413	212.795
4	250	216.413	212.807
3	333.333	216.435	212.818
3	333.333	216.457	212.846
3	333.333	216.457	212.873
3	333.333	216.457	212.901
4	250	216.457	212.928
4	250	216.457	212.94
3	333.333	216.457	212.951
3	333.333	216.522	212.979
3	333.333	216.557	213.006
3	333.333	216.578	213.034
4	250	216.795	213.061
4	250	216.808	213.072
3	333.333	216.843	213.084
3	333.333	216.878	213.111
3	333.333	216.9	213.138
5	200	216.892	213.166
3	333.333	216.878	213.161
4	250	216.857	213.188
3	333.333	216.857	213.2
3	333.333	216.9	213.227
3	333.333	216.935	213.254
4	250	216.935	213.282
3	333.333	216.935	213.293
3	333.333	216.957	213.32
3	333.333	216.978	213.348
3	333.333	217.022	213.375
4	250	217.035	213.402
3	333.333	217.078	213.413
3	333.333	217.296	213.441
3	333.333	217.33	213.468
4	250	217.343	213.495
3	333.333	217.378	213.506
3	333.333	217.4	213.533
3	333.333	217.435	213.561
4	250	217.413	213.588
4	250	217.435	213.599
3	333.333	217.435	213.61
3	333.333	217.456	213.637
3	333.333	217.456	213.664
3	333.333	217.478	213.691
4	250	217.456	213.719
3	333.333	217.478	213.729
3	333.333	217.478	213.757
3	333.333	217.5	213.784
3	333.333	217.535	213.811
4	250	217.644	213.838
3	333.333	217.678	213.849
3	333.333	217.7	213.876
3	333.333	217.735	213.903
4	250	217.931	213.93
3	333.333	217.965	213.941
4	250	217.978	213.968
3	333.333	218	213.979
3	333.333	218.035	214.006
3	333.333	218.253	214.033
4	250	218.265	214.06
3	333.333	218.3	214.07
4	250	218.313	214.097
3	333.333	218.356	214.108
3	333.333	218.575	214.135
4	250	218.587	214.162
3	333.333	218.622	214.173
4	250	218.634	214.2
3	333.333	218.656	214.211
4	250	218.634	214.237
3	333.333	218.875	214.248
3	333.333	218.909	214.275
4	250	218.922	214.302
3	333.333	218.956	214.313
4	250	218.956	214.339
3	333.333	218.956	214.35
4	250	218.956	214.377
3	333.333	219.022	214.388
3	333.333	219.056	214.414
3	333.333	219.078	214.441
3	333.333	219.297	214.468
4	250	219.31	214.494
3	333.333	219.344	214.505
3	333.333	219.378	214.532
4	250	219.378	214.559
3	333.333	219.378	214.569
3	333.333	219.51	214.596
4	250	219.522	214.622
3	333.333	219.556	214.633
3	333.333	219.6	214.66
3	333.333	219.634	214.686
4	250	219.832	214.713
3	333.333	219.866	214.723
3	333.333	219.9	214.75
4	250	219.912	214.777
3	333.333	219.934	214.787
3	333.333	220	214.814
3	333.333	220.034	214.84
4	250	220.012	214.867
3	333.333	220.254	214.877
4	250	220.266	214.904
3	333.333	220.3	214.914
4	250	220.312	214.941
3	333.333	220.356	214.951
4	250	220.334	214.978
3	333.333	220.444	214.988
4	250	220.456	215.015
3	333.333	220.456	215.025
4	250	220.654	215.051
3	333.333	220.688	215.062
4	250	220.7	215.088
3	333.333	220.734	215.099
3	333.333	220.778	215.125
3	333.333	220.8	215.151
4	250	220.812	215.178
4	250	220.756	215.188
3	333.333	220.756	215.198
3	333.333	220.756	215.225
4	250	220.756	215.251
2	500	220.822	215.261
4	250	220.834	215.304
4	250	220.812	215.314
3	333.333	220.778	215.324
4	250	220.955	215.35
3	333.333	220.988	215.361
3	333.333	221.022	215.387
4	250	221.034	215.413
3	333.333	221.034	215.423
3	333.333	221.255	215.45
3	333.333	221.289	215.476
4	250	221.3	215.502
3	333.333	221.334	215.512
3	333.333	221.4	215.538
4	250	221.411	215.564
3	333.333	221.456	215.575
4	250	221.655	215.601
3	333.333	221.689	215.611
3	333.333	221.722	215.637
4	250	221.733	215.663
3	333.333	221.756	215.673
3	333.333	221.756	215.699
4	250	221.778	215.725
